Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGame,FantasyPoints,Year
254,Preston Brown,BUF,OLB,16,0,0,0,0,0,0,0,0,0,1,0,1,6.3,100.5,2014
254,Donte Whitner,CLE,SS,16,0,0,0,0,0,0,0,0,0,1,1,0,6.3,100.5,2014
256,Jason Witten,DAL,TE,16,0,0,0,0,0,64,703,5,0,0,0,0,6.3,100.3,2014
257,Craig Robertson,CLE,OLB,16,0,0,0,0,0,0,0,0,0,2,0,1,6.2,100,2014
258,Larry Foote,ARI,ILB,15,0,0,0,0,0,0,0,0,2,1,0,1,6.7,99.9,2014
258,Robert Woods,BUF,WR,16,0,0,0,0,0,65,699,5,0,0,0,0,6.2,99.9,2014
260,Derrick Morgan,TEN,OLB,16,0,0,0,0,0,0,0,0,6.5,0,2,0,6.2,99.5,2014
261,Bradley Roby,DEN,CB,16,0,0,0,0,0,0,0,0,1,2,2,1,6.2,99.3,2014
262,Fletcher Cox,PHI,DT,16,0,0,0,0,0,0,0,0,4,0,1,3,6.2,99.2,2014
263,John Brown,ARI,WR,16,0,0,0,-6,0,48,696,5,0,0,0,0,6.2,99,2014
263,Rolando McClain,DAL,ILB,13,0,0,0,0,0,0,0,0,1,2,1,0,7.6,99,2014
263,Knile Davis,KC,RB,16,0,0,0,463,6,16,147,1,0,0,0,0,6.2,99,2014
263,Tamba Hali,KC,OLB,16,0,0,0,0,0,0,0,0,6,0,3,1,6.2,99,2014
263,Miles Burris,LV,OLB,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,99,2014
263,William Gay,PIT,FS,16,0,0,0,0,0,0,0,0,0,3,0,0,6.2,99,2014
263,Patrick Murray,TB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,99,2014
263,Chicago Bears,CHI,DST,16,0,0,0,0,0,0,0,0,39,14,17,10,6.2,99,2014
271,Sen'Derrick Marks,JAX,DE,16,0,0,0,0,0,0,0,0,9,0,0,1,6.2,98.6,2014
272,Vincent Rey,CIN,OLB,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,98.5,2014
273,Keenan Allen,LAC,WR,14,0,0,0,0,0,77,783,4,0,0,0,0,7,98.3,2014
274,E.J. Gaines,LAR,CB,15,0,0,0,0,0,0,0,0,0.5,2,0,1,6.5,98.2,2014
275,Glover Quin,DET,FS,16,0,0,0,0,0,0,0,0,0,7,0,0,6.1,98,2014
276,Jarvis Landry,MIA,WR,16,0,0,0,-4,0,84,758,5,0,0,0,0,6.1,97.4,2014
276,Aaron Donald,LAR,DT,16,0,0,0,0,0,0,0,0,8,0,2,0,6.1,97.4,2014
278,Robert Blanton,MIN,SS,15,0,0,0,0,0,0,0,0,0,1,0,1,6.5,97,2014
278,Atlanta Falcons,ATL,DST,16,0,0,0,0,0,0,0,0,22,16,13,12,6.1,97,2014
280,Bruce Carter,DAL,ILB,13,0,0,0,0,0,0,0,0,1,5,0,0,7.5,96.9,2014
281,Dwight Lowery,ATL,FS,16,0,0,0,0,0,0,0,0,1,2,2,1,6,96.3,2014
281,Kroy Biermann,ATL,DE,16,0,0,0,0,0,0,0,0,4.5,0,1,0,6,96.3,2014
281,T.J. Ward,DEN,SS,15,0,0,0,0,0,0,0,0,2,2,0,0,6.4,96.3,2014
284,Andrew Hawkins,CLE,WR,15,0,0,0,15,0,63,825,2,0,0,0,0,6.4,96,2014
284,Billy Cundiff,CLE,K,13,0,0,0,0,0,0,0,0,0,0,0,0,7.4,96,2014
284,Michael Wilhoite,SF,OLB,16,0,0,0,0,0,0,0,0,0,2,1,0,6,96,2014
284,Los Angeles Chargers,LAC,DST,16,0,0,0,0,0,0,0,0,26,7,16,11,6,96,2014
288,D.J. Swearinger,HOU,FS,16,0,0,0,0,0,0,0,0,1,2,3,1,6,95.8,2014
289,Karlos Dansby,CLE,ILB,12,0,0,0,0,0,0,0,0,3,1,0,0,8,95.4,2014
289,Jerrell Freeman,IND,ILB,12,0,0,0,0,0,0,0,0,1.5,0,1,0,8,95.4,2014
291,Drew Stanton,ARI,QB,9,1711,7,5,63,0,0,0,0,0,0,0,0,10.5,94.74,2014
292,Chris Harris Jr.,DEN,S,16,0,0,0,0,0,0,0,0,1,3,1,1,5.9,94.2,2014
292,Michael Crabtree,SF,WR,16,0,0,0,4,0,68,698,4,0,0,0,0,5.9,94.2,2014
292,Kenny Britt,LAR,WR,16,0,0,0,14,0,48,748,3,0,0,0,0,5.9,94.2,2014
295,Heath Miller,PIT,TE,16,0,0,0,0,0,66,761,3,0,0,0,0,5.9,94.1,2014
296,Ha Ha Clinton-Dix,GB,SS,16,0,0,0,0,0,0,0,0,1,1,0,1,5.9,94,2014
296,Alterraun Verner,TB,CB,14,0,0,0,0,0,0,0,0,0,2,2,0,6.7,94,2014
298,Cameron Heyward,PIT,DT,16,0,0,0,0,0,0,0,0,7.5,0,0,0,5.9,93.7,2014
299,Charles Johnson,CAR,DE,16,0,0,0,0,0,0,0,0,8.5,0,3,1,5.8,93.5,2014
300,Andre Holmes,LV,WR,16,0,0,0,0,0,47,693,4,0,0,0,0,5.8,93.3,2014
301,Pierre Garcon,WAS,WR,16,0,0,0,0,0,68,752,3,0,0,0,0,5.8,93.2,2014
302,Dawan Landry,NYJ,SS,16,0,0,0,0,0,0,0,0,1.5,0,0,0,5.8,93.1,2014
303,Chad Greenway,MIN,OLB,12,0,0,0,0,0,0,0,0,1,0,1,0,7.7,92.5,2014
304,Marcell Dareus,BUF,DT,15,0,0,0,0,0,0,0,0,9,0,1,0,6.2,92.4,2014
305,David Hawthorne,NO,OLB,12,0,0,0,0,0,0,0,0,3,1,0,0,7.7,92.3,2014
306,Trent Cole,PHI,OLB,15,0,0,0,0,0,0,0,0,6.5,0,3,0,6.1,92.1,2014
307,Corey Graham,BUF,FS,16,0,0,0,0,0,0,0,0,0,2,0,1,5.8,92,2014
307,Tramon Williams,GB,CB,16,0,0,0,0,0,0,0,0,0,3,0,1,5.8,92,2014
307,J.T. Thomas,JAX,OLB,16,0,0,0,0,0,0,0,0,0,2,2,1,5.8,92,2014
307,Rodney McLeod Jr.,LAR,S,16,0,0,0,0,0,0,0,0,0,2,2,2,5.8,92,2014
311,Marcus Gilchrist,LAC,SS,16,0,0,0,0,0,0,0,0,1,1,2,0,5.7,91.6,2014
312,Bradley Fletcher,PHI,CB,15,0,0,0,0,0,0,0,0,0,1,1,1,6.1,91.5,2014
313,Chris Johnson,NYJ,RB,16,0,0,0,663,1,24,151,1,0,0,0,0,5.7,91.4,2014
314,Sebastian Janikowski,LV,K,16,0,0,0,0,0,0,0,0,0,0,0,0,5.7,91,2014
315,Trent Richardson,IND,RB,15,0,0,0,519,3,27,229,0,0,0,0,0,6.1,90.8,2014
316,Denard Robinson,JAX,RB,13,0,0,0,582,4,23,124,0,0,0,0,0,7,90.6,2014
317,Kyle Fuller,CHI,CB,16,0,0,0,0,0,0,0,0,0,4,3,0,5.7,90.5,2014
317,Emmanuel Lamur,CIN,OLB,14,0,0,0,0,0,0,0,0,0,2,0,0,6.5,90.5,2014
317,Buster Skrine,CLE,CB,16,0,0,0,0,0,0,0,0,0,4,0,0,5.7,90.5,2014
317,Husain Abdullah,KC,FS,16,0,0,0,0,0,0,0,0,0,1,0,0,5.7,90.5,2014
317,Bruce Irvin,SEA,OLB,15,0,0,0,0,0,0,0,0,6,2,1,0,6,90.5,2014
322,Nate Allen,PHI,FS,15,0,0,0,0,0,0,0,0,1,4,1,3,6,90.4,2014
323,Larry Donnell,NYG,TE,16,0,0,0,0,0,63,623,6,0,0,0,0,5.6,90.3,2014
324,Brent Grimes,MIA,CB,16,0,0,0,0,0,0,0,0,0,5,1,0,5.6,90,2014
325,Avery Williamson,TEN,ILB,16,0,0,0,0,0,0,0,0,3,0,0,2,5.6,89.9,2014
326,Mike Glennon,TB,QB,6,1417,10,6,49,0,0,0,0,0,0,0,0,14.9,89.58,2014
327,Deone Bucannon,ARI,ILB,16,0,0,0,0,0,0,0,0,2,0,1,1,5.6,89.4,2014
327,Cameron Jordan,NO,DE,16,0,0,0,0,0,0,0,0,7.5,1,0,1,5.6,89.4,2014
329,Shaun Hill,LAR,QB,9,1657,8,7,10,1,1,0,0,0,0,0,0,9.9,89.28,2014
330,Josh Scobee,JAX,K,16,0,0,0,0,0,0,0,0,0,0,0,0,5.6,89,2014
331,Bashaud Breeland,WAS,CB,16,0,0,0,0,0,0,0,0,0,2,2,0,5.5,88.5,2014
332,Larry Fitzgerald,ARI,WR,14,0,0,0,0,0,63,784,2,0,0,0,0,6.3,88.4,2014
332,Kirk Cousins,WAS,QB,6,1710,10,9,20,0,0,0,0,0,0,0,0,14.7,88.4,2014
334,LeGarrette Blount,NE,RB,16,0,0,0,547,5,10,54,0,0,0,0,0,5.5,88.1,2014
335,J.J. Wilcox,DAL,DB,16,0,0,0,0,0,0,0,0,0,3,1,2,5.5,88,2014
335,Perrish Cox,SF,CB,15,0,0,0,0,0,0,0,0,0,5,0,2,5.9,88,2014
337,Reggie Wayne,IND,WR,15,0,0,0,0,0,64,779,2,0,0,0,0,5.9,87.9,2014
338,Greg Toler,IND,CB,15,0,0,0,0,0,0,0,0,1,2,2,0,5.8,87.6,2014
339,Dwayne Allen,IND,TE,13,0,0,0,0,0,29,395,8,0,0,1,0,6.7,87.5,2014
340,Robert Griffin III,WAS,QB,9,1694,4,6,176,1,0,0,0,0,0,0,0,9.7,87.36,2014
341,Charlie Whitehurst,TEN,QB,7,1326,7,2,90,0,0,10,0,0,0,0,0,12.4,87.04,2014
342,Janoris Jenkins,LAR,CB,14,0,0,0,0,0,0,0,0,0,2,2,0,6.2,87,2014
343,Chris Clemons,JAX,DE,16,0,0,0,0,0,0,0,0,8,0,4,1,5.4,86.8,2014
344,Gerald McCoy,TB,DT,13,0,0,0,0,0,0,0,0,8.5,0,1,0,6.7,86.6,2014
345,Chandler Jones,NE,DE,10,0,0,0,0,0,0,0,0,6,0,2,1,8.6,86.5,2014
346,Willie Young,CHI,OLB,15,0,0,0,0,0,0,0,0,9.5,0,1,0,5.8,86.4,2014
347,Brandin Cooks,NO,WR,10,0,0,0,73,1,53,550,3,0,0,0,0,8.6,86.3,2014
348,Zach Ertz,PHI,TE,16,0,0,0,0,0,58,702,3,0,0,0,1,5.4,86.2,2014
349,Desmond Trufant,ATL,CB,16,0,0,0,0,0,0,0,0,0,3,0,1,5.4,86,2014
349,Matt Prater,DET,K,11,0,0,0,0,0,0,0,0,0,0,0,0,7.8,86,2014
349,Josh Evans,JAX,FS,16,0,0,0,0,0,0,0,0,0,0,0,2,5.4,86,2014
349,Ryan Succop,TEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,5.4,86,2014
353,Johnathan Hankins,NYG,DT,16,0,0,0,0,0,0,0,0,7,0,1,0,5.4,85.8,2014
354,Roy Helu,WAS,RB,14,0,0,0,216,1,42,477,2,0,0,0,0,6.1,85.3,2014
355,Darren McFadden,LV,RB,16,0,0,0,534,2,36,212,0,0,0,0,0,5.3,84.6,2014
356,Roman Harper,CAR,SS,16,0,0,0,0,0,0,0,0,1,4,1,0,5.2,83.5,2014
357,George Iloka,CIN,SS,16,0,0,0,0,0,0,0,0,0,3,0,0,5.2,83,2014
357,Patrick Chung,NE,FS,16,0,0,0,0,0,0,0,0,0,1,0,0,5.2,83,2014
359,Michael Bennett,SEA,DE,16,0,0,0,0,0,0,0,0,6,0,1,0,5.2,82.8,2014
360,Clinton McDonald,TB,DT,13,0,0,0,0,0,0,0,0,5,1,0,2,6.4,82.6,2014
361,A.J. Bouye,HOU,CB,14,0,0,0,0,0,0,0,0,0,3,1,1,5.9,82.5,2014
362,Alfred Blue,HOU,RB,16,0,0,0,528,2,15,113,1,0,0,0,1,5.1,82.1,2014
363,Jerraud Powers,ARI,CB,16,0,0,0,0,0,0,0,0,1,3,1,0,5.1,82,2014
363,Tahir Whitehead,DET,OLB,16,0,0,0,0,0,0,0,0,0,2,0,0,5.1,82,2014
365,Tony Jefferson,ARI,S,16,0,0,0,0,0,0,0,0,1,0,1,0,5.1,81.9,2014
365,Justin Tuck,LV,DE,15,0,0,0,0,0,0,0,0,5,1,1,0,5.5,81.9,2014
367,Olivier Vernon,MIA,DE,16,0,0,0,0,0,0,0,0,6.5,0,2,0,5.1,81.6,2014
368,Alex Okafor,ARI,DE,13,0,0,0,0,0,0,0,0,8,1,0,0,6.3,81.5,2014
368,Adam Jones,CIN,CB,16,0,0,0,0,0,0,0,0,0,3,0,1,5.1,81.5,2014
368,Brandon Graham,PHI,DE,16,0,0,0,0,0,0,0,0,5.5,0,4,0,5.1,81.5,2014
371,Jared Cook,LAR,TE,16,0,0,0,0,0,52,634,3,0,0,0,0,5.1,81.4,2014
372,Ronnie Hillman,DEN,RB,8,0,0,0,434,3,21,139,1,0,0,0,0,10.2,81.3,2014
373,Pernell McPhee,BAL,OLB,16,0,0,0,0,0,0,0,0,7.5,0,1,0,5.1,81,2014
374,Micah Hyde,GB,S,16,0,0,0,0,0,0,0,0,1,2,0,0,5,80.7,2014
375,Vontae Davis,IND,CB,15,0,0,0,0,0,0,0,0,0,4,2,1,5.4,80.5,2014
375,Bjoern Werner,IND,OLB,15,0,0,0,0,0,0,0,0,4,0,1,1,5.4,80.5,2014
375,Chris Culliver,SF,CB,14,0,0,0,0,0,0,0,0,0,4,1,1,5.8,80.5,2014
378,Kam Chancellor,SEA,SS,14,0,0,0,0,0,0,0,0,0,1,1,0,5.7,80,2014
379,Benjamin Cunningham,LAR,RB,16,0,0,0,246,3,45,352,1,0,0,0,0,5,79.8,2014
380,Mark Barron,LAR,ILB,16,0,0,0,0,0,0,0,0,3,0,0,1,5,79.6,2014
381,Whitney Mercilus,HOU,OLB,15,0,0,0,0,0,0,0,0,5,0,2,0,5.3,79.5,2014
382,Kenny Vaccaro,NO,SS,15,0,0,0,0,0,0,0,0,1,2,0,0,5.3,79.2,2014
383,Donald Butler,LAC,OLB,14,0,0,0,0,0,0,0,0,1,0,0,3,5.6,78.6,2014
384,Orlando Scandrick,DAL,CB,14,0,0,0,0,0,0,0,0,1,2,2,0,5.6,78.5,2014
384,Charles Clay,MIA,TE,14,0,0,0,0,0,58,605,3,0,0,0,0,5.6,78.5,2014
384,Percy Harvin,NYJ,WR,13,0,0,0,202,1,51,483,1,0,0,0,0,6,78.5,2014
387,Markus Wheaton,PIT,WR,16,0,0,0,19,0,53,644,2,0,0,0,0,4.9,78.3,2014
388,Bishop Sankey,TEN,RB,16,0,0,0,569,2,18,133,0,0,0,0,0,4.9,78.2,2014
389,Bobby Rainey,TB,RB,15,0,0,0,406,1,33,315,1,0,0,0,0,5.2,78.1,2014
390,Kyle Williams,BUF,DT,15,0,0,0,0,0,0,0,0,5,1,0,0,5.2,78,2014
390,Antoine Cason,BAL,CB,14,0,0,0,0,0,0,0,0,0,2,4,1,5.6,78,2014
390,Pierre Thomas,NO,RB,11,0,0,0,222,2,45,378,1,0,0,0,0,7.1,78,2014
393,Louis Delmas,MIA,FS,13,0,0,0,0,0,0,0,0,1,1,0,2,6,77.9,2014
393,Jarius Wright,MIN,WR,16,0,0,0,71,0,42,588,2,0,0,0,0,4.9,77.9,2014
395,Christian Kirksey,CLE,LB,16,0,0,0,0,0,0,0,0,2,0,1,0,4.9,77.7,2014
395,Quinton Coples,NYJ,DE,16,0,0,0,0,0,0,0,0,6.5,0,1,0,4.9,77.7,2014
397,Jon Bostic,CHI,LB,13,0,0,0,0,0,0,0,0,0,0,0,0,6,77.5,2014
397,Darius Slay,DET,CB,16,0,0,0,0,0,0,0,0,0,2,0,0,4.8,77.5,2014
397,Justin Smith,SF,DT,16,0,0,0,0,0,0,0,0,5,0,2,1,4.8,77.5,2014
400,Tashaun Gipson Sr.,CLE,S,11,0,0,0,0,0,0,0,0,0,6,1,0,7,77,2014
400,Anthony Hitchens,DAL,LB,16,0,0,0,0,0,0,0,0,0,1,0,0,4.8,77,2014
400,Tennessee Titans,TEN,DST,16,0,0,0,0,0,0,0,0,39,12,5,4,4.8,77,2014
403,Owen Daniels,BAL,TE,15,0,0,0,0,0,48,527,4,0,0,0,0,5.1,76.7,2014
403,Gerald Hodges,MIN,ILB,14,0,0,0,0,0,0,0,0,0.5,1,0,0,5.5,76.7,2014
403,Nate Washington,TEN,WR,16,0,0,0,0,0,40,647,2,0,0,0,0,4.8,76.7,2014
406,Antonio Cromartie,ARI,CB,16,0,0,0,0,0,0,0,0,0,3,0,1,4.8,76.5,2014
406,AJ Hawk,GB,OLB,16,0,0,0,0,0,0,0,0,0.5,0,0,0,4.8,76.5,2014
408,Joplo Bartu,ATL,ILB,16,0,0,0,0,0,0,0,0,1,0,0,2,4.8,76.2,2014
409,Jermaine Gresham,CIN,TE,15,0,0,0,0,0,62,460,5,0,0,0,0,5.1,76,2014
409,Erik Walden,IND,OLB,15,0,0,0,0,0,0,0,0,6,0,1,0,5.1,76,2014
409,Richard Sherman,SEA,CB,16,0,0,0,0,0,0,0,0,0,4,1,0,4.8,76,2014
412,Kareem Jackson,HOU,S,13,0,0,0,0,0,0,0,0,0,3,0,0,5.8,75.5,2014
412,Johnthan Banks,TB,CB,15,0,0,0,0,0,0,0,0,0,4,0,0,5,75.5,2014
414,Dwayne Bowe,KC,WR,15,0,0,0,0,0,60,754,0,0,0,0,0,5,75.4,2014
414,Mychal Rivera,LV,TE,16,0,0,0,0,0,58,534,4,0,0,0,0,4.7,75.4,2014
416,Brandon Meriweather,WAS,SS,10,0,0,0,0,0,0,0,0,3,0,3,1,7.5,75.2,2014
417,Cary Williams,PHI,CB,16,0,0,0,0,0,0,0,0,0,2,0,0,4.7,75,2014
417,Dashon Goldson,TB,FS,14,0,0,0,0,0,0,0,0,0,0,0,1,5.4,75,2014
419,Brian Cushing,HOU,ILB,14,0,0,0,0,0,0,0,0,1,0,1,0,5.3,74.3,2014
420,Corey White,NO,CB,15,0,0,0,0,0,0,0,0,1,2,1,1,4.9,74.1,2014
421,Terence Newman,CIN,CB,13,0,0,0,0,0,0,0,0,0,1,0,0,5.7,74,2014
421,George Wilson,TEN,SS,16,0,0,0,0,0,0,0,0,1,1,0,0,4.6,74,2014
421,New York Jets,NYJ,DST,16,0,0,0,0,0,0,0,0,45,6,9,7,4.6,74,2014
424,Riley Cooper,PHI,WR,16,0,0,0,0,0,55,577,3,0,0,0,0,4.6,73.7,2014
425,Jared Crick,HOU,DE,16,0,0,0,0,0,0,0,0,3.5,0,0,0,4.6,73.5,2014
425,Jasper Brinkley,MIN,ILB,16,0,0,0,0,0,0,0,0,1,0,1,0,4.6,73.5,2014
425,Devin McCourty,NE,DB,16,0,0,0,0,0,0,0,0,0,2,1,0,4.6,73.5,2014
425,James Harrison,PIT,LB,11,0,0,0,0,0,0,0,0,5.5,0,0,0,6.7,73.5,2014
429,Vinny Curry,PHI,DL,16,0,0,0,0,0,0,0,0,9,0,4,1,4.6,73.3,2014
430,Jeremy Mincey,DAL,DE,16,0,0,0,0,0,0,0,0,6,0,1,1,4.6,73.2,2014
431,Da'Norris Searcy,BUF,SS,15,0,0,0,0,0,0,0,0,0.5,3,1,1,4.9,73.1,2014
432,Devon Kennard,NYG,OLB,12,0,0,0,0,0,0,0,0,4.5,0,2,0,6.1,72.7,2014
433,Malik Jackson,DEN,DT,16,0,0,0,0,0,0,0,0,3,0,1,0,4.5,72.6,2014
434,Patrick Peterson,ARI,CB,16,0,0,0,0,0,0,0,0,1,3,0,0,4.5,72.5,2014
434,Aaron Williams,BUF,SS,15,0,0,0,0,0,0,0,0,0,1,0,0,4.8,72.5,2014
434,Mike Daniels,GB,DT,16,0,0,0,0,0,0,0,0,5.5,0,0,0,4.5,72.5,2014
437,Paul Posluszny,JAX,ILB,7,0,0,0,0,0,0,0,0,2,0,0,1,10.3,72,2014
437,Darrelle Revis,NE,CB,16,0,0,0,0,0,0,0,0,0,2,1,1,4.5,72,2014
439,Jonas Gray,NE,RB,8,0,0,0,412,5,1,7,0,0,0,0,0,9,71.9,2014
440,Desmond Bryant,CLE,DT,15,0,0,0,0,0,0,0,0,5,0,0,1,4.8,71.8,2014
441,Stephen Paea,CHI,DT,16,0,0,0,0,0,0,0,0,6,0,2,0,4.5,71.5,2014
442,Dwayne Gratz,JAX,CB,15,0,0,0,0,0,0,0,0,0,1,2,0,4.7,71,2014
442,Mike Mitchell,PIT,SS,16,0,0,0,0,0,0,0,0,0,0,2,0,4.4,71,2014
442,Brandon Flowers,LAC,CB,14,0,0,0,0,0,0,0,0,0,3,0,0,5.1,71,2014
445,Zach Mettenberger,TEN,QB,7,1412,8,7,4,0,0,0,0,0,0,0,0,10.1,70.88,2014
446,Koa Misi,MIA,OLB,11,0,0,0,0,0,0,0,0,1,0,0,0,6.4,70.8,2014
447,William Hayes,LAR,DE,16,0,0,0,0,0,0,0,0,4,0,1,1,4.4,70.7,2014
448,Dwan Edwards,CAR,NT,16,0,0,0,0,0,0,0,0,4,1,0,0,4.4,70.3,2014
449,Devin Hester,ATL,WR,16,0,0,0,36,1,38,504,2,0,0,1,1,4.4,70,2014
449,Dontari Poe,KC,DT,16,0,0,0,0,0,0,0,0,6,0,0,0,4.4,70,2014
449,Captain Munnerlyn,MIN,CB,16,0,0,0,0,0,0,0,0,0,2,0,1,4.4,70,2014
452,Cedric Thornton,PHI,DT,16,0,0,0,0,0,0,0,0,1,0,0,3,4.4,69.8,2014
453,Harry Douglas,ATL,WR,12,0,0,0,0,0,51,556,2,0,0,0,0,5.8,69.6,2014
454,Leon Hall,CIN,CB,15,0,0,0,0,0,0,0,0,0,1,0,0,4.6,69.5,2014
454,Casey Hayward,GB,CB,16,0,0,0,0,0,0,0,0,0,3,0,2,4.3,69.5,2014
454,Xavier Rhodes,MIN,CB,16,0,0,0,0,0,0,0,0,0,1,0,0,4.3,69.5,2014
457,Taylor Gabriel,CLE,WR,16,0,0,0,2,0,37,629,1,0,0,0,0,4.3,69.1,2014
458,Rahim Moore,DEN,FS,16,0,0,0,0,0,0,0,0,0,4,1,1,4.3,69,2014
458,New Orleans Saints,NO,DST,16,0,0,0,0,0,0,0,0,34,12,11,5,4.3,69,2014
460,Miles Austin,CLE,WR,12,0,0,0,0,0,47,568,2,0,0,0,0,5.7,68.8,2014
460,Allen Robinson II,JAX,WR,10,0,0,0,0,0,48,548,2,0,0,0,0,6.9,68.8,2014
462,Latavius Murray,LV,RB,15,0,0,0,424,2,17,143,0,0,0,0,0,4.6,68.7,2014
463,Sean Smith,KC,CB,16,0,0,0,0,0,0,0,0,0,1,0,0,4.3,68.5,2014
463,Jacquian Williams,NYG,OLB,9,0,0,0,0,0,0,0,0,0,0,0,0,7.6,68.5,2014
465,Brandon McManus,DEN,K,15,0,0,0,0,0,0,0,0,0,0,0,0,4.5,68,2014
466,Doug Martin,TB,RB,11,0,0,0,494,2,13,64,0,0,0,0,0,6.2,67.8,2014
466,Justin Hunter,TEN,WR,12,0,0,0,0,0,28,498,3,0,0,0,0,5.6,67.8,2014
468,Scott Chandler,BUF,TE,16,0,0,0,0,0,47,497,3,0,0,0,0,4.2,67.7,2014
469,Leodis McKelvin,BUF,CB,10,0,0,0,0,0,0,0,0,0,4,1,0,6.8,67.5,2014
469,Rashean Mathis,DET,CB,16,0,0,0,0,0,0,0,0,0,1,1,0,4.2,67.5,2014
471,Cliff Avril,SEA,DE,16,0,0,0,0,0,0,0,0,5.5,0,1,1,4.2,67.4,2014
472,Jerick McKinnon,MIN,RB,11,0,0,0,538,0,27,135,0,0,0,0,0,6.1,67.3,2014
473,Ryan Davis,JAX,OLB,16,0,0,0,0,0,0,0,0,7.5,0,2,2,4.2,67.2,2014
473,Allen Bailey,KC,DE,14,0,0,0,0,0,0,0,0,5,0,0,0,4.8,67.2,2014
475,Reggie Bush,DET,RB,11,0,0,0,297,2,40,253,0,0,0,0,0,6.1,67,2014
475,Ben Tate,MIN,RB,11,0,0,0,370,4,9,60,0,0,0,0,0,6.1,67,2014
475,Shareece Wright,LAC,CB,14,0,0,0,0,0,0,0,0,0,0,0,0,4.8,67,2014
478,Ahmad Brooks,SF,OLB,13,0,0,0,0,0,0,0,0,6,0,1,1,5.1,66.6,2014
479,George Johnson,DET,DE,16,0,0,0,0,0,0,0,0,6,0,0,1,4.2,66.5,2014
480,Robert McClain,ATL,CB,16,0,0,0,0,0,0,0,0,1,2,0,0,4.1,66.1,2014
480,Sharrif Floyd,MIN,NT,14,0,0,0,0,0,0,0,0,4.5,0,0,0,4.7,66.1,2014
482,Jerricho Cotchery,CAR,WR,15,0,0,0,0,0,48,580,1,0,0,0,0,4.4,66,2014
482,Washington Commanders,WAS,DST,16,0,0,0,0,0,0,0,0,37,7,14,12,4.1,66,2014
484,Christian Jones,CHI,OLB,16,0,0,0,0,0,0,0,0,2,0,0,1,4.1,65.9,2014
485,Blidi Wreh-Wilson,TEN,CB,11,0,0,0,0,0,0,0,0,0,1,0,0,6,65.5,2014
486,Brandon Carr,DAL,CB,16,0,0,0,0,0,0,0,0,1,0,0,0,4.1,65.2,2014
487,Quintin Demps,NYG,SS,16,0,0,0,0,0,0,0,0,0,4,1,0,4.1,65,2014
488,Cecil Shorts,JAX,WR,13,32,1,0,0,0,53,557,1,0,0,0,0,5,64.98,2014
489,Jonathan Newsome,IND,OLB,16,0,0,0,0,0,0,0,0,6.5,0,3,0,4,64.7,2014
490,Antone Smith,ATL,RB,10,0,0,0,144,2,13,222,3,0,0,0,0,6.5,64.6,2014
491,Hakeem Nicks,IND,WR,16,0,0,0,0,0,38,405,4,0,0,0,0,4,64.5,2014
491,Brandian Ross,LV,FS,14,0,0,0,0,0,0,0,0,0,2,1,0,4.6,64.5,2014
491,David Amerson,WAS,CB,15,0,0,0,0,0,0,0,0,0,0,0,0,4.3,64.5,2014
494,Jay Ratliff,CHI,NT,11,0,0,0,0,0,0,0,0,6.5,0,0,0,5.8,64.1,2014
494,Donte Moncrief,IND,WR,16,0,0,0,17,0,32,444,3,0,0,0,0,4,64.1,2014
496,Bennie Logan,PHI,DT,16,0,0,0,0,0,0,0,0,0,0,1,0,4,64,2014
497,Jake Locker,TEN,QB,7,993,5,7,142,1,0,0,0,0,0,0,0,9.1,63.92,2014
498,Sterling Moore,DAL,CB,16,0,0,0,0,0,0,0,0,0,0,1,2,4,63.5,2014
498,Troy Polamalu,PIT,SS,12,0,0,0,0,0,0,0,0,0,0,1,1,5.3,63.5,2014
500,Stephon Gilmore,BUF,CB,14,0,0,0,0,0,0,0,0,0,3,1,0,4.5,63,2014
501,Aaron Lynch,SF,OLB,16,0,0,0,0,0,0,0,0,6,0,0,0,3.9,62.9,2014
502,Colt McCoy,WAS,QB,5,1057,4,3,66,1,0,0,0,0,0,0,0,12.6,62.88,2014
503,Calvin Pace,NYJ,OLB,16,0,0,0,0,0,0,0,0,4.5,0,0,0,3.9,62.7,2014
504,Lorenzo Taliaferro,BAL,RB,13,0,0,0,292,4,8,114,0,0,0,0,0,4.8,62.6,2014
504,Chris Hogan,BUF,WR,16,0,0,0,0,0,41,426,4,0,0,0,0,3.9,62.6,2014
504,Davante Adams,GB,WR,16,0,0,0,0,0,38,446,3,0,0,0,0,3.9,62.6,2014
507,Darius Butler,IND,FS,14,0,0,0,0,0,0,0,0,0,0,2,1,4.5,62.5,2014
508,Jordan Hill,SEA,DT,13,0,0,0,0,0,0,0,0,5.5,1,0,3,4.8,62.4,2014
509,Carlos Hyde,SF,RB,14,0,0,0,333,4,12,68,0,0,0,0,0,4.4,62.1,2014
510,Cole Beasley,DAL,WR,16,0,0,0,0,0,37,420,4,0,0,0,0,3.9,62,2014
