Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGame,FantasyPoints,Year
29,Brandon Marshall,CHI,WR,16,0,0,0,-2,0,118,1508,11,0,0,0,0,13.5,216.6,2012
30,Ryan Fitzpatrick,BUF,QB,16,3400,24,16,197,1,0,0,0,0,0,0,0,13.4,213.7,2012
31,CJ Spiller,BUF,RB,16,0,0,0,1244,6,43,459,2,0,0,0,0,13.3,212.3,2012
32,Philip Rivers,LAC,QB,16,3606,26,15,40,0,0,0,0,0,0,0,0,13,208.24,2012
33,Dez Bryant,DAL,WR,16,0,0,0,-5,0,92,1382,12,0,0,0,0,13,207.7,2012
34,Jamaal Charles,KC,RB,16,0,0,0,1509,5,35,236,1,0,0,0,0,12.8,204.5,2012
35,Trent Richardson,CLE,RB,15,0,0,0,950,11,51,367,1,0,0,0,0,13.6,203.7,2012
36,Frank Gore,SF,RB,16,0,0,0,1214,9,28,234,1,0,0,0,0,12.7,202.8,2012
36,A.J. Green,CIN,WR,16,0,0,0,38,0,97,1350,11,0,0,0,0,12.7,202.8,2012
38,Stevan Ridley,NE,RB,16,0,0,0,1263,12,6,51,0,0,0,0,0,12.5,199.4,2012
39,Demaryius Thomas,DEN,WR,16,0,0,0,0,0,94,1434,10,0,0,0,0,12.3,197.4,2012
40,Christian Ponder,MIN,QB,16,2935,18,12,253,2,1,-15,0,0,0,0,0,12.1,193.2,2012
41,Von Miller,DEN,LB,16,0,0,0,0,0,0,0,0,18.5,1,6,0,12,192.4,2012
42,Vincent Jackson,TB,WR,16,0,0,0,0,0,72,1384,8,0,0,0,0,11.8,188.4,2012
43,Daryl Washington,ARI,ILB,16,0,0,0,0,0,0,0,0,9,1,2,1,11.6,186.1,2012
44,Jay Cutler,CHI,QB,15,3033,19,14,233,0,0,0,0,0,0,0,0,12.3,184.62,2012
45,Eric Decker,DEN,WR,16,0,0,0,0,0,85,1064,13,0,0,0,0,11.5,184.4,2012
46,Andre Johnson,HOU,WR,16,0,0,0,0,0,112,1598,4,0,0,0,0,11.5,183.8,2012
47,Ryan Tannehill,MIA,QB,16,3294,12,13,211,2,0,0,0,0,0,0,0,11.4,182.86,2012
48,Julio Jones,ATL,WR,16,0,0,0,30,0,79,1198,10,0,0,0,0,11.4,182.8,2012
49,Denver Broncos,DEN,DST,16,0,0,0,0,0,0,0,0,52,16,19,8,11.4,182,2012
49,Seattle Seahawks,SEA,DST,16,0,0,0,0,0,0,0,0,36,18,18,13,11.4,182,2012
51,New England Patriots,NE,DST,16,0,0,0,0,0,0,0,0,37,20,30,21,11.2,179,2012
52,Matt Forte,CHI,RB,15,0,0,0,1094,5,44,340,1,0,0,0,0,11.8,177.4,2012
53,Roddy White,ATL,WR,16,0,0,0,0,0,92,1351,7,0,0,0,0,11.1,177.1,2012
54,Chris Johnson,TEN,RB,16,0,0,0,1243,6,36,232,0,0,0,0,0,11,175.5,2012
55,Colin Kaepernick,SF,QB,13,1814,10,3,415,5,0,0,0,0,0,0,0,13.4,174.06,2012
56,Luke Kuechly,CAR,ILB,16,0,0,0,0,0,0,0,0,1,2,0,3,10.7,171.9,2012
57,Reggie Bush,MIA,RB,16,0,0,0,986,6,35,292,2,0,0,0,0,10.7,171.8,2012
58,Wes Welker,NE,WR,16,0,0,0,20,0,118,1354,6,0,0,0,0,10.7,171.4,2012
58,Marques Colston,NO,WR,16,0,0,0,0,0,83,1154,10,0,0,0,0,10.7,171.4,2012
60,Aldon Smith,SF,DE,16,0,0,0,0,0,0,0,0,19.5,1,3,0,10.7,170.5,2012
61,Victor Cruz,NYG,WR,16,0,0,0,0,0,86,1092,10,0,0,0,0,10.6,169.2,2012
62,Shonn Greene,NYJ,RB,16,0,0,0,1063,8,19,151,0,0,0,0,0,10.5,167.4,2012
63,Brandon Weeden,CLE,QB,15,3385,14,17,111,0,0,-9,0,0,0,0,0,11,165.6,2012
64,Michael Crabtree,SF,WR,16,0,0,0,8,0,85,1105,9,0,0,0,0,10.3,165.3,2012
65,Reggie Wayne,IND,WR,16,0,0,0,-5,0,106,1355,5,0,0,0,0,10.2,163,2012
65,Cincinnati Bengals,CIN,DST,16,0,0,0,0,0,0,0,0,51,14,16,16,10.2,163,2012
65,Los Angeles Chargers,LAC,DST,16,0,0,0,0,0,0,0,0,38,14,18,14,10.2,163,2012
68,Lavonte David,TB,ILB,16,0,0,0,0,0,0,0,0,2,1,0,0,10.2,162.9,2012
69,James Jones,GB,WR,16,0,0,0,0,0,64,784,14,0,0,0,0,10.2,162.4,2012
70,Steven Jackson,LAR,RB,16,0,0,0,1042,4,38,321,0,0,0,0,0,10.1,162.3,2012
71,Charles Tillman,CHI,CB,16,0,0,0,0,0,0,0,0,0,3,10,2,10.1,161,2012
72,Lawrence Timmons,PIT,OLB,16,0,0,0,0,0,0,0,0,6,3,2,1,10,160.6,2012
73,Paul Posluszny,JAX,ILB,16,0,0,0,0,0,0,0,0,2,3,2,0,10,160.5,2012
74,Blair Walsh,MIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,9.9,159,2012
75,Jo-Lonn Dunbar,LAR,OLB,16,0,0,0,0,0,0,0,0,4.5,2,2,0,9.8,157.1,2012
76,Stephen Gostkowski,NE,K,16,0,0,0,0,0,0,0,0,0,0,0,0,9.8,157,2012
77,Jerod Mayo,NE,ILB,16,0,0,0,0,0,0,0,0,3,1,4,1,9.8,156.9,2012
78,Michael Turner,ATL,RB,16,0,0,0,800,10,19,128,1,0,0,0,0,9.8,156.8,2012
79,Ahmad Bradshaw,NYG,RB,14,0,0,0,1015,6,23,245,0,0,0,0,0,11.1,156,2012
80,Chad Greenway,MIN,OLB,16,0,0,0,0,0,0,0,0,3,1,0,2,9.7,155.4,2012
81,Mike Williams,TB,WR,16,28,0,0,0,0,63,996,9,0,0,0,0,9.7,154.72,2012
82,London Fletcher,WAS,ILB,16,0,0,0,0,0,0,0,0,3,5,1,0,9.7,154.7,2012
83,Randall Cobb,GB,WR,15,0,0,0,132,0,80,954,8,0,0,0,0,10.3,154.6,2012
84,Jimmy Graham,NO,TE,15,0,0,0,0,0,85,982,9,0,0,0,0,10.1,152.2,2012
85,BenJarvus Green-Ellis,CIN,RB,15,0,0,0,1094,6,22,104,0,0,0,0,0,10.1,151.8,2012
86,Michael Vick,PHI,QB,10,2362,12,10,332,1,0,0,0,0,0,0,0,15.2,151.68,2012
87,Derrick Johnson,KC,ILB,16,0,0,0,0,0,0,0,0,2,0,3,0,9.5,151.5,2012
88,Matt Bryant,ATL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,9.4,151,2012
88,San Francisco 49ers,SF,DST,16,0,0,0,0,0,0,0,0,38,14,15,11,9.4,151,2012
90,Houston Texans,HOU,DST,16,0,0,0,0,0,0,0,0,44,15,17,14,9.4,150,2012
91,James Laurinaitis,LAR,ILB,16,0,0,0,0,0,0,0,0,0.5,2,0,1,9.4,149.8,2012
92,Mikel Leshoure,DET,RB,14,0,0,0,798,9,34,214,0,0,0,0,0,10.7,149.2,2012
93,Zach Brown,TEN,ILB,16,0,0,0,0,0,0,0,0,5.5,3,1,2,9.2,147.8,2012
94,Los Angeles Rams,LAR,DST,16,0,0,0,0,0,0,0,0,52,17,12,4,9.2,147,2012
95,Arizona Cardinals,ARI,DST,16,0,0,0,0,0,0,0,0,38,22,13,11,9.1,146,2012
96,LeSean McCoy,PHI,RB,12,0,0,0,840,2,54,373,3,0,0,0,0,12.1,145.3,2012
97,Jerrell Freeman,IND,ILB,16,0,0,0,0,0,0,0,0,2,1,1,0,9.1,145.2,2012
98,Lawrence Tynes,NYG,K,16,0,0,0,0,0,0,0,0,0,0,0,0,9.1,145,2012
99,Wesley Woodyard,DEN,ILB,15,0,0,0,0,0,0,0,0,5.5,3,1,1,9.6,144.7,2012
100,Bobby Wagner,SEA,LB,16,0,0,0,0,0,0,0,0,2,3,0,0,9,144.6,2012
101,NaVorro Bowman,SF,ILB,16,0,0,0,0,0,0,0,0,2,1,1,0,9,144.4,2012
102,Anthony Spencer,DAL,OLB,14,0,0,0,0,0,0,0,0,11,0,2,1,10.3,144.3,2012
103,Shayne Graham,HOU,K,16,0,0,0,0,0,0,0,0,0,0,0,0,9,144,2012
104,Rob Gronkowski,NE,TE,11,0,0,0,0,0,55,790,11,0,0,0,0,13,143,2012
105,Steve Smith,CAR,WR,16,0,0,0,27,0,73,1174,4,0,0,0,0,8.9,142.1,2012
106,Darren Sproles,NO,RB,13,0,0,0,244,1,75,667,7,0,0,0,0,10.9,141.1,2012
107,Tony Gonzalez,ATL,TE,16,0,0,0,0,0,93,930,8,0,0,0,0,8.8,141,2012
108,Karlos Dansby,MIA,ILB,16,0,0,0,0,0,0,0,0,1,0,0,0,8.8,140.4,2012
109,Lance Moore,NO,WR,15,0,0,0,0,0,65,1041,6,0,0,0,0,9.3,140.1,2012
110,Justin Tucker,BAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.8,140,2012
111,Russell Allen,JAX,OLB,16,0,0,0,0,0,0,0,0,0.5,0,0,1,8.7,139.4,2012
112,Morgan Burnett,GB,SS,16,0,0,0,0,0,0,0,0,2,2,2,1,8.7,139,2012
112,Matt Prater,DEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.7,139,2012
114,D'Qwell Jackson,CLE,ILB,16,0,0,0,0,0,0,0,0,3.5,2,2,2,8.7,138.9,2012
115,Steve Johnson,BUF,WR,16,0,0,0,0,0,79,1046,6,0,0,1,1,8.7,138.6,2012
116,Jason Hanson,DET,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.6,138,2012
116,New York Giants,NYG,DST,16,0,0,0,0,0,0,0,0,33,21,16,14,8.6,138,2012
118,Cameron Wake,MIA,OLB,16,0,0,0,0,0,0,0,0,15,0,3,0,8.6,137.7,2012
119,Cecil Shorts,JAX,WR,14,0,0,0,-4,0,55,979,7,0,0,0,0,9.8,137.5,2012
120,Patrick Willis,SF,ILB,16,0,0,0,0,0,0,0,0,0.5,2,2,1,8.6,137.4,2012
121,Tennessee Titans,TEN,DST,16,0,0,0,0,0,0,0,0,39,19,13,5,8.6,137,2012
122,Lance Briggs,CHI,OLB,16,0,0,0,0,0,0,0,0,1.5,2,2,0,8.5,136.3,2012
123,Richard Sherman,SEA,CB,16,0,0,0,0,0,0,0,0,1,8,3,1,8.5,136.1,2012
124,Justin Houston,KC,OLB,16,0,0,0,0,0,0,0,0,10,1,1,1,8.5,135.4,2012
125,David Akers,SF,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.4,135,2012
125,Philip Wheeler,LV,OLB,16,0,0,0,0,0,0,0,0,3,0,2,1,8.4,135,2012
127,Torrey Smith,BAL,WR,16,0,0,0,9,0,49,855,8,0,0,0,0,8.4,134.4,2012
128,Larry Foote,PIT,ILB,16,0,0,0,0,0,0,0,0,4,0,2,2,8.4,133.9,2012
129,Curtis Lofton,NO,ILB,16,0,0,0,0,0,0,0,0,1,0,2,2,8.4,133.7,2012
130,Atlanta Falcons,ATL,DST,16,0,0,0,0,0,0,0,0,29,20,15,11,8.3,133,2012
130,Baltimore Ravens,BAL,DST,16,0,0,0,0,0,0,0,0,37,13,10,12,8.3,133,2012
132,Akeem Ayers,TEN,OLB,16,0,0,0,0,0,0,0,0,6,1,1,0,8.3,132.5,2012
133,Jake Locker,TEN,QB,11,2176,10,11,291,1,0,0,0,0,0,0,0,12,132.14,2012
134,Heath Miller,PIT,TE,15,0,0,0,0,0,71,816,8,0,0,0,0,8.8,131.6,2012
135,Geno Atkins,CIN,DT,16,0,0,0,0,0,0,0,0,12.5,0,4,0,8.2,131.5,2012
136,Connor Barth,TB,K,15,0,0,0,0,0,0,0,0,0,0,0,0,8.7,131,2012
136,T.Y. Hilton,IND,WR,15,0,0,0,29,0,50,861,7,0,0,0,0,8.7,131,2012
136,Minnesota Vikings,MIN,DST,16,0,0,0,0,0,0,0,0,44,10,16,12,8.2,131,2012
139,Perry Riley,WAS,ILB,16,0,0,0,0,0,0,0,0,3.5,0,1,1,8.2,130.9,2012
140,DeAngelo Williams,CAR,RB,16,0,0,0,737,5,13,187,2,0,0,0,0,8.2,130.4,2012
141,Mike Wallace,PIT,WR,15,0,0,0,7,0,64,836,8,0,0,0,0,8.7,130.3,2012
142,David Harris,NYJ,LB,16,0,0,0,0,0,0,0,0,3,0,1,1,8,128.5,2012
143,Miles Austin,DAL,WR,16,0,0,0,0,0,66,943,6,0,0,0,0,8,128.3,2012
144,Sebastian Janikowski,LV,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8,128,2012
144,Dan Bailey,DAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8,128,2012
146,Eric Weddle,LAC,FS,16,0,0,0,10,0,0,0,0,1,3,2,0,7.9,127,2012
146,LaRon Landry,NYJ,FS,16,0,0,0,0,0,0,0,0,0,2,4,0,7.9,127,2012
148,DeMeco Ryans,PHI,ILB,16,0,0,0,0,0,0,0,0,1,1,0,0,7.9,126.8,2012
149,Harrison Smith,MIN,S,16,0,0,0,0,0,0,0,0,1,3,1,1,7.9,126,2012
149,Phil Dawson,CLE,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.9,126,2012
149,Green Bay Packers,GB,DST,16,0,0,0,0,0,0,0,0,47,18,8,5,7.9,126,2012
152,Ronde Barber,TB,FS,16,0,0,0,0,0,0,0,0,1,4,1,0,7.9,125.7,2012
152,Jeremy Maclin,PHI,WR,15,0,0,0,0,0,69,857,7,0,0,0,0,8.4,125.7,2012
154,Reshad Jones,MIA,SS,16,0,0,0,0,0,0,0,0,1,4,2,2,7.8,125,2012
155,Cortland Finnegan,LAR,CB,16,0,0,0,0,0,0,0,0,1,3,1,0,7.8,124.7,2012
156,Janoris Jenkins,LAR,CB,15,0,0,0,0,0,0,0,0,0,4,0,1,8.3,124.5,2012
157,Greg Hardy,CAR,DE,15,0,0,0,0,0,0,0,0,11,0,2,1,8.2,123.5,2012
157,Roman Harper,NO,SS,16,0,0,0,0,0,0,0,0,0,2,0,0,7.7,123.5,2012
159,AJ Hawk,GB,OLB,16,0,0,0,0,0,0,0,0,3,0,0,0,7.7,123.2,2012
160,Cleveland Browns,CLE,DST,16,0,0,0,0,0,0,0,0,38,17,16,12,7.7,123,2012
161,Alex Smith,SF,QB,16,1737,13,5,132,0,0,0,0,0,0,0,0,7.7,122.68,2012
162,Demarcus Ware,DAL,OLB,16,0,0,0,0,0,0,0,0,11.5,0,5,1,7.6,122,2012
163,Jason Witten,DAL,TE,16,0,0,0,0,0,110,1039,3,0,0,0,0,7.6,121.9,2012
164,Antoine Winfield,MIN,CB,16,0,0,0,0,0,0,0,0,0.5,3,0,1,7.6,121.5,2012
165,Vontaze Burfict,CIN,ILB,16,0,0,0,0,0,0,0,0,1,0,0,2,7.6,121.1,2012
165,Brandon Lloyd,NE,WR,16,0,0,0,0,1,74,911,4,0,0,0,0,7.6,121.1,2012
167,New York Jets,NYJ,DST,16,0,0,0,0,0,0,0,0,30,11,14,12,7.6,121,2012
168,Justin Blackmon,JAX,WR,16,0,0,0,23,0,64,865,5,0,0,0,0,7.6,120.8,2012
169,Stephen Tulloch,DET,ILB,16,0,0,0,0,0,0,0,0,0.5,0,1,2,7.5,120.4,2012
169,Mason Foster,TB,ILB,16,0,0,0,0,0,0,0,0,2,1,0,1,7.5,120.4,2012
171,Stephen Hauschka,SEA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.5,120,2012
172,Shaun Suisham,PIT,K,16,0,0,0,-1,0,0,0,0,0,0,0,0,7.5,119.9,2012
173,Jason McCourty,TEN,CB,16,0,0,0,0,0,0,0,0,0,4,1,1,7.5,119.5,2012
173,Charles Johnson,CAR,DE,16,0,0,0,0,0,0,0,0,12.5,0,7,1,7.5,119.5,2012
175,Chase Blackburn,NYG,OLB,15,0,0,0,0,0,0,0,0,3,1,4,0,8,119.4,2012
176,Elvis Dumervil,DEN,DE,16,0,0,0,0,0,0,0,0,11,0,6,0,7.5,119.3,2012
177,Ryan Kerrigan,WAS,DE,16,0,0,0,0,0,0,0,0,8.5,1,2,1,7.4,119.2,2012
178,Kevin Burnett,MIA,OLB,16,0,0,0,0,0,0,0,0,2.5,0,1,0,7.4,119.1,2012
179,Adam Vinatieri,IND,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.4,119,2012
180,Jordy Nelson,GB,WR,12,0,0,0,0,0,49,745,7,0,0,0,0,9.9,118.5,2012
181,Sidney Rice,SEA,WR,16,25,0,0,6,0,50,748,7,0,0,0,0,7.4,118.4,2012
181,Anquan Boldin,BAL,WR,15,0,0,0,3,0,65,921,4,0,0,0,0,7.9,118.4,2012
183,Jared Allen,MIN,OLB,16,0,0,0,0,0,0,0,0,12,0,1,1,7.4,118.3,2012
184,Mark Sanchez,NYJ,QB,15,2883,13,18,28,0,0,0,0,0,0,0,0,7.9,118.12,2012
185,Carolina Panthers,CAR,DST,16,0,0,0,0,0,0,0,0,39,11,16,12,7.4,118,2012
185,Washington Commanders,WAS,DST,16,0,0,0,0,0,0,0,0,32,21,12,9,7.4,118,2012
187,Mason Crosby,GB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.3,117,2012
187,Garrett Hartley,NO,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.3,117,2012
189,Shaun Phillips,LAC,OLB,16,0,0,0,0,0,0,0,0,9.5,0,2,3,7.3,116.8,2012
190,Danny Woodhead,NE,RB,16,0,0,0,301,4,40,446,3,0,0,0,0,7.3,116.7,2012
190,DeAngelo Hall,WAS,FS,16,0,0,0,0,0,0,0,0,1,4,0,1,7.3,116.7,2012
192,Michael Johnson,CIN,DE,16,0,0,0,0,0,0,0,0,11.5,1,0,1,7.3,116.6,2012
193,Jason Pierre-Paul,NYG,OLB,16,0,0,0,0,0,0,0,0,6.5,1,1,1,7.3,116.2,2012
194,Golden Tate,SEA,WR,15,23,1,0,20,0,45,688,7,0,0,0,0,7.7,115.72,2012
195,Denarius Moore,LV,WR,15,0,0,0,-5,0,51,741,7,0,0,0,0,7.7,115.6,2012
196,Sean Weatherspoon,ATL,ILB,13,0,0,0,0,0,0,0,0,3,1,1,1,8.9,115.5,2012
197,Paris Lenon,ARI,ILB,16,0,0,0,0,0,0,0,0,2,1,1,1,7.2,115.3,2012
198,John Abraham,ATL,OLB,16,0,0,0,0,0,0,0,0,10,0,6,0,7.2,115,2012
198,Miami Dolphins,MIA,DST,16,0,0,0,0,0,0,0,0,42,10,15,6,7.2,115,2012
200,Clay Matthews,GB,OLB,12,0,0,0,0,0,0,0,0,13,0,1,0,9.6,114.8,2012
201,Vick Ballard,IND,RB,16,0,0,0,814,2,17,152,1,0,0,0,0,7.2,114.6,2012
202,Greg Olsen,CAR,TE,16,0,0,0,0,0,69,843,5,0,0,0,0,7.1,114.3,2012
203,Ryan Clark,PIT,FS,15,0,0,0,0,0,0,0,0,0,2,2,1,7.6,114,2012
204,Cameron Jordan,NO,DE,16,0,0,0,0,0,0,0,0,8,0,3,2,7.1,113.4,2012
205,Nick Barnett,BUF,ILB,16,0,0,0,0,0,0,0,0,2,0,3,0,7.1,113.3,2012
206,Willis McGahee,DEN,RB,10,0,0,0,731,4,26,221,0,0,0,0,0,11.3,113.2,2012
207,Chad Henne,JAX,QB,10,2084,11,11,64,1,1,-6,0,0,0,0,0,11.3,113.16,2012
208,Rob Ninkovich,NE,OLB,16,0,0,0,0,0,0,0,0,8,0,5,4,7.1,113.1,2012
209,Tim Jennings,CHI,CB,14,0,0,0,0,0,0,0,0,0,9,0,0,8,112.5,2012
210,Brian Hartline,MIA,WR,16,0,0,0,0,0,74,1083,1,0,0,0,0,7,112.3,2012
211,Rob Bironas,TEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7,112,2012
211,Stevie Brown,NYG,SS,16,0,0,0,0,0,0,0,0,0,8,2,2,7,112,2012
211,Stephen Nicholas,ATL,OLB,16,0,0,0,0,0,0,0,0,2,1,1,1,7,112,2012
214,Cary Williams,BAL,CB,16,0,0,0,0,0,0,0,0,1,4,0,0,7,111.9,2012
215,Quintin Mikell,LAR,SS,16,0,0,0,0,0,0,0,0,3,0,4,0,7,111.5,2012
216,DeMarco Murray,DAL,RB,10,0,0,0,663,4,35,251,0,0,0,0,0,11.1,111.4,2012
216,Malcom Floyd,LAC,WR,14,0,0,0,0,0,56,814,5,0,0,0,0,8,111.4,2012
218,Chris Clemons,SEA,DE,16,0,0,0,0,0,0,0,0,11.5,0,3,1,7,111.2,2012
219,Michael Boley,NYG,OLB,16,0,0,0,0,0,0,0,0,0.5,3,0,2,6.9,111.1,2012
220,Julius Peppers,CHI,DE,16,0,0,0,0,0,0,0,0,11.5,0,1,4,6.9,111,2012
220,New Orleans Saints,NO,DST,16,0,0,0,0,0,0,0,0,30,15,11,11,6.9,111,2012
222,Mario Williams,BUF,DE,16,0,0,0,0,0,0,0,0,10.5,0,2,2,6.9,110.6,2012
223,Darren McFadden,LV,RB,12,0,0,0,707,2,42,258,1,0,0,0,0,9.2,110.5,2012
223,Devin McCourty,NE,DB,16,0,0,0,0,0,0,0,0,0,5,2,0,6.9,110.5,2012
223,Thomas Davis Sr.,CAR,OLB,15,0,0,0,0,0,0,0,0,0,1,2,1,7.4,110.5,2012
226,Dannell Ellerbe,BAL,ILB,13,0,0,0,0,0,0,0,0,4.5,0,1,0,8.5,110.4,2012
227,Pittsburgh Steelers,PIT,DST,16,0,0,0,0,0,0,0,0,37,10,15,10,6.9,110,2012
228,Glover Quin,HOU,FS,16,0,0,0,0,0,0,0,0,1,2,2,0,6.9,109.8,2012
229,Jairus Byrd,BUF,FS,16,0,0,0,0,0,0,0,0,0,5,4,2,6.8,109.5,2012
230,Josh Wilson,WAS,CB,16,0,0,0,0,0,0,0,0,1,2,3,2,6.8,109.2,2012
231,Dennis Pitta,BAL,TE,16,0,0,0,0,0,61,669,7,0,0,0,0,6.8,108.9,2012
232,Andre Roberts,ARI,WR,15,0,0,0,29,0,64,759,5,0,0,0,0,7.3,108.8,2012
233,Brandon Spikes,NE,ILB,15,0,0,0,0,0,0,0,0,1,0,5,0,7.2,108.7,2012
234,Josh Gordon,CLE,WR,16,0,0,0,0,0,50,805,5,0,0,0,0,6.8,108.5,2012
235,Derrick Morgan,TEN,OLB,16,0,0,0,0,0,0,0,0,6.5,0,1,1,6.8,108.1,2012
236,Carlos Dunlap,CIN,DE,14,0,0,0,0,0,0,0,0,6,1,4,3,7.7,108,2012
236,Ahmad Brooks,SF,OLB,16,0,0,0,0,0,0,0,0,6.5,1,2,0,6.8,108,2012
236,Indianapolis Colts,IND,DST,16,0,0,0,0,0,0,0,0,32,12,6,3,6.8,108,2012
239,Justin Durant,DET,ILB,16,0,0,0,0,0,0,0,0,0.5,0,0,0,6.7,107.9,2012
239,Bernard Pollard,BAL,SS,13,0,0,0,0,0,0,0,0,2,1,0,0,8.3,107.9,2012
241,Danario Alexander,LAC,WR,10,0,0,0,0,0,37,658,7,0,0,0,0,10.8,107.8,2012
242,Owen Daniels,HOU,TE,15,0,0,0,0,0,62,716,6,0,0,0,0,7.2,107.6,2012
243,Greg Zuerlein,LAR,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.7,107,2012
244,William Moore,ATL,SS,12,0,0,0,0,0,0,0,0,1,4,2,1,8.9,106.3,2012
244,K.J. Wright,SEA,OLB,15,0,0,0,0,0,0,0,0,1,1,1,0,7.1,106.3,2012
246,Mike Adams,DEN,FS,16,0,0,0,0,0,0,0,0,1,0,2,2,6.6,106.2,2012
246,Thomas Decoud,ATL,FS,16,0,0,0,0,0,0,0,0,1,6,0,1,6.6,106.2,2012
246,Michael Bennett,TB,DE,16,0,0,0,0,0,0,0,0,9,0,3,0,6.6,106.2,2012
249,Muhammad Wilkerson,NYJ,DE,16,0,0,0,0,0,0,0,0,5,0,3,1,6.6,106,2012
249,Rey Maualuga,CIN,ILB,16,0,0,0,0,0,0,0,0,1,0,0,1,6.6,106,2012
249,Alex Henery,PHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.6,106,2012
252,Antoine Bethea,IND,FS,16,0,0,0,0,0,0,0,0,2,0,0,0,6.6,105.3,2012
252,Kyle Rudolph,MIN,TE,16,0,0,0,0,0,53,493,9,0,0,0,0,6.6,105.3,2012
