Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGame,FantasyPoints,Year
254,Stephen Hauschka,BUF,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,99,2018
254,Brandon McManus,DEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,99,2018
256,Leonard Fournette,JAX,RB,8,0,0,0,439,5,22,185,1,0,0,0,0,12.3,98.4,2018
257,Allen Robinson II,CHI,WR,13,0,0,0,9,0,55,754,4,0,0,0,0,7.6,98.3,2018
258,Yannick Ngakoue,JAX,DE,16,0,0,0,0,0,0,0,0,9.5,0,0,0,6.1,98.25,2018
259,Quandre Diggs,DET,FS,16,0,0,0,0,0,0,0,0,0,3,0,0,6.1,98,2018
259,Dallas Cowboys,DAL,DST,16,0,0,0,0,0,0,0,0,39,9,15,11,6.1,98,2018
261,Nyheim Hines,IND,RB,16,0,0,0,314,2,63,425,2,0,0,0,0,6.1,97.9,2018
262,Curtis Samuel,CAR,WR,13,0,0,0,84,2,39,494,5,0,0,1,0,7.5,97.8,2018
263,Demaryius Thomas,HOU,WR,15,0,0,0,0,0,59,677,5,0,0,0,0,6.5,97.7,2018
263,Josh Gordon,NE,WR,12,0,0,0,0,0,41,737,4,0,0,0,0,8.1,97.7,2018
265,Eli Apple,NO,CB,15,0,0,0,0,0,0,0,0,0,2,1,2,6.5,97.5,2018
265,Prince Amukamara,CHI,CB,15,0,0,0,0,0,0,0,0,0,3,2,0,6.5,97.5,2018
267,Kenny Stills,MIA,WR,15,3,1,0,0,0,37,553,6,0,0,0,0,6.5,97.42,2018
268,Jerome Baker,MIA,LB,16,0,0,0,0,0,0,0,0,3,1,0,0,6.1,97.3,2018
269,Jerry Hughes,BUF,DE,16,0,0,0,0,0,0,0,0,7,0,3,0,6.1,97.25,2018
270,Justin Simmons,DEN,S,16,0,0,0,0,0,0,0,0,0,3,0,0,6.1,97,2018
270,Marshon Lattimore,NO,CB,16,0,0,0,0,0,0,0,0,0,2,5,3,6.1,97,2018
270,Desmond King,LAC,CB,16,0,0,0,0,0,0,0,0,0,3,1,1,6.1,97,2018
270,Philadelphia Eagles,PHI,DST,16,0,0,0,0,0,0,0,0,44,10,11,7,6.1,97,2018
274,Patrick Onwuasor,BAL,OLB,16,0,0,0,0,0,0,0,0,5.5,1,2,0,6.1,96.95,2018
275,Tyrell Williams,LAC,WR,16,0,0,0,15,0,41,653,5,0,0,0,0,6,96.8,2018
276,Landon Collins,NYG,SS,12,0,0,0,0,0,0,0,0,0,0,1,0,8,96.5,2018
277,Kendall Fuller,KC,CB,15,0,0,0,0,0,0,0,0,0,2,1,0,6.4,96,2018
278,Cooper Kupp,LAR,WR,8,0,0,0,25,0,40,566,6,0,0,0,0,11.9,95.1,2018
279,Dan Bailey,MIN,K,14,0,0,0,0,0,0,0,0,0,0,0,0,6.8,95,2018
280,Vonn Bell,NO,S,16,0,0,0,0,0,0,0,0,1,0,1,1,5.9,94.9,2018
281,Jonathan Allen,WAS,DT,16,0,0,0,0,0,0,0,0,8,0,0,0,5.9,94.6,2018
282,Reshad Jones,MIA,SS,14,0,0,0,0,0,0,0,0,0,3,0,0,6.8,94.5,2018
283,Melvin Ingram,LAC,LB,16,0,0,0,0,0,0,0,0,7,1,1,1,5.9,94.45,2018
284,Courtland Sutton,DEN,WR,16,0,0,0,-1,0,42,704,4,0,0,0,0,5.9,94.3,2018
285,Preston Smith,WAS,LB,16,0,0,0,0,0,0,0,0,4,1,1,1,5.9,94.25,2018
286,Jatavis Brown,LAC,OLB,15,0,0,0,0,0,0,0,0,1,0,1,0,6.3,93.8,2018
287,Jordy Nelson,LV,WR,15,0,0,0,-2,0,63,739,3,0,0,0,0,6.2,93.7,2018
288,Terrell Suggs,BAL,DE,16,0,0,0,0,0,0,0,0,7,0,1,1,5.8,93.6,2018
288,Alex Collins,BAL,RB,10,0,0,0,411,7,15,105,1,0,0,0,0,9.4,93.6,2018
290,T.J. Carrie,CLE,CB,16,0,0,0,0,0,0,0,0,1,1,2,1,5.8,93.4,2018
291,LeSean McCoy,BUF,RB,14,0,0,0,514,3,34,238,0,0,0,0,0,6.7,93.2,2018
291,Logan Ryan,TEN,S,14,0,0,0,0,0,0,0,0,4,0,0,0,6.7,93.2,2018
293,Jabaal Sheard,IND,DE,16,0,0,0,0,0,0,0,0,5.5,0,0,0,5.8,93.15,2018
294,Trey Burton,CHI,TE,16,0,0,0,2,0,54,569,6,0,0,0,0,5.8,93.1,2018
295,Ndamukong Suh,LAR,NT,16,0,0,0,0,0,0,0,0,4.5,0,0,2,5.8,93.05,2018
296,Devin McCourty,NE,DB,16,0,0,0,0,0,0,0,0,0,1,1,2,5.8,93,2018
296,TJ McDonald,MIA,SS,14,0,0,0,0,0,0,0,0,0,3,0,1,6.6,93,2018
296,Curtis Riley,NYG,FS,16,0,0,0,0,0,0,0,0,0,4,0,0,5.8,93,2018
296,Green Bay Packers,GB,DST,16,0,0,0,0,0,0,0,0,44,7,9,8,5.8,93,2018
300,Grady Jarrett,ATL,DL,14,0,0,0,0,0,0,0,0,6,0,3,0,6.6,92.9,2018
301,Josh Bynes,ARI,ILB,11,0,0,0,0,0,0,0,0,2,0,0,1,8.4,92.2,2018
302,Ron Parker,KC,SS,15,0,0,0,0,0,0,0,0,1,2,0,0,6.1,92.1,2018
303,Austin Hooper,ATL,TE,16,0,0,0,0,0,71,660,4,0,0,0,0,5.8,92,2018
303,Pierre Desir,IND,CB,16,0,0,0,0,0,0,0,0,0,1,2,1,5.8,92,2018
303,Steven Nelson,KC,CB,16,0,0,0,0,0,0,0,0,0,4,0,0,5.8,92,2018
303,Kyle Fuller,CHI,CB,16,0,0,0,0,0,0,0,0,0,7,0,0,5.8,92,2018
307,Allen Bailey,KC,DE,16,0,0,0,0,0,0,0,0,6,0,3,4,5.7,91.9,2018
308,Doug Baldwin,SEA,WR,13,0,0,0,0,0,50,618,5,0,0,0,0,7.1,91.8,2018
309,Matthew Judon,BAL,LB,16,0,0,0,0,0,0,0,0,7,0,1,0,5.7,91.6,2018
310,Geno Atkins,CIN,DT,16,0,0,0,0,0,0,0,0,10,0,0,0,5.7,91.55,2018
311,Denico Autry,IND,DL,12,0,0,0,0,0,0,0,0,9,0,2,1,7.6,91.3,2018
311,Kenny Clark,GB,DL,13,0,0,0,0,0,0,0,0,6,0,1,2,7,91.3,2018
313,Jason Sanders,MIA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,5.7,91,2018
314,Frank Gore,MIA,RB,14,0,0,0,722,0,12,124,1,0,0,0,0,6.5,90.6,2018
315,Janoris Jenkins,NYG,CB,16,0,0,0,0,0,0,0,0,0,2,1,0,5.7,90.5,2018
316,James Bradberry,CAR,CB,16,0,0,0,0,0,0,0,0,1,1,1,0,5.6,90.4,2018
317,Jabrill Peppers,CLE,DB,16,0,0,0,0,0,0,0,0,1,1,0,2,5.6,89.6,2018
318,Bud Dupree,PIT,OLB,16,0,0,0,0,0,0,0,0,5.5,1,1,0,5.6,89.45,2018
319,Wendell Smallwood,PHI,RB,16,0,0,0,364,3,28,230,2,0,0,0,0,5.6,89.4,2018
320,Jeff Heath,DAL,SS,16,0,0,0,3,0,0,0,0,0,1,1,0,5.6,89.3,2018
320,Antonio Callaway,CLE,WR,16,0,0,0,7,0,43,586,5,0,0,0,0,5.6,89.3,2018
322,Tony Jefferson,BAL,S,14,0,0,0,0,0,0,0,0,1,1,1,1,6.4,89.2,2018
322,Adrian Amos,CHI,S,16,0,0,0,0,0,0,0,0,1,2,0,1,5.6,89.2,2018
324,Larry Ogunjobi,CLE,DT,16,0,0,0,0,0,0,0,0,5.5,0,1,0,5.6,89.15,2018
325,Minkah Fitzpatrick,MIA,S,16,0,0,0,0,0,0,0,0,0,2,0,0,5.6,89,2018
326,Shaq Thompson,CAR,LB,14,0,0,0,0,0,0,0,0,3.5,0,1,0,6.3,88.8,2018
326,Leonard Floyd,CHI,DE,16,0,0,0,0,0,0,0,0,4,1,0,1,5.6,88.8,2018
326,Kyler Fackrell,GB,LB,16,0,0,0,0,0,0,0,0,10.5,0,0,0,5.6,88.8,2018
329,De'Vondre Campbell,ATL,LB,16,0,0,0,0,0,0,0,0,1.5,0,0,0,5.5,88.6,2018
329,Jalen Richard,LV,RB,16,0,0,0,259,1,68,607,0,0,0,0,0,5.5,88.6,2018
331,Carlos Hyde,JAX,RB,14,0,0,0,571,5,10,33,0,0,0,0,0,6.3,88.4,2018
332,Chris Boswell,PIT,K,15,2,1,0,0,0,0,0,0,0,0,0,0,5.9,88.08,2018
333,Carolina Panthers,CAR,DST,16,0,0,0,0,0,0,0,0,35,13,14,9,5.5,88,2018
334,David Njoku,CLE,TE,16,0,0,0,0,0,56,639,4,0,0,0,0,5.5,87.9,2018
335,Gus Edwards,BAL,RB,11,0,0,0,718,2,2,20,0,0,0,0,0,8,87.8,2018
336,Jalen Ramsey,JAX,CB,16,0,0,0,0,0,0,0,0,0,3,0,0,5.5,87.5,2018
337,Kyle Rudolph,MIN,TE,16,0,0,0,0,0,64,634,4,0,0,0,0,5.5,87.4,2018
337,Jamaal Williams,GB,RB,16,0,0,0,464,3,27,210,0,0,0,0,0,5.5,87.4,2018
339,Royce Freeman,DEN,RB,14,0,0,0,521,5,14,72,0,0,0,0,0,6.2,87.3,2018
340,Anthony Miller,CHI,WR,15,8,0,0,26,0,33,423,7,0,0,0,0,5.8,87.22,2018
341,O.J. Howard,TB,TE,10,0,0,0,0,0,34,565,5,0,0,0,0,8.6,86.5,2018
341,Adoree' Jackson,TEN,CB,16,0,0,0,0,0,0,0,0,0,2,0,0,5.4,86.5,2018
343,Cincinnati Bengals,CIN,DST,16,0,0,0,0,0,0,0,0,34,12,9,7,5.4,86,2018
344,Sheldon Rankins,NO,DT,16,0,0,0,0,0,0,0,0,8,0,1,0,5.4,85.6,2018
345,Nick Vigil,CIN,ILB,11,0,0,0,0,0,0,0,0,0,0,0,1,7.8,85.5,2018
345,Darron Lee,NYJ,LB,12,0,0,0,0,0,0,0,0,0,3,0,0,7.1,85.5,2018
347,Jordan Jenkins,NYJ,DE,16,0,0,0,0,0,0,0,0,7,0,2,2,5.3,85.45,2018
348,Cole Beasley,DAL,WR,16,0,0,0,0,0,65,672,3,0,0,0,0,5.3,85.2,2018
349,Jeff Driskel,CIN,QB,9,1003,6,2,130,2,0,0,0,0,0,0,0,9.5,85.12,2018
350,Duke Johnson,CLE,RB,16,0,0,0,201,0,47,429,3,0,0,0,0,5.3,85,2018
351,A.J. Klein,NO,ILB,16,0,0,0,0,0,0,0,0,2,1,0,2,5.3,84.9,2018
351,Taylor Gabriel,CHI,WR,16,0,0,0,61,0,67,688,2,0,0,0,0,5.3,84.9,2018
353,Devon Kennard,DET,OLB,15,0,0,0,0,0,0,0,0,7,0,0,1,5.6,84.7,2018
354,Stephon Tuitt,PIT,DE,14,0,0,0,0,0,0,0,0,5.5,0,0,0,6,84.55,2018
355,Clayton Geathers,IND,SS,12,0,0,0,0,0,0,0,0,0,0,1,0,7,84.5,2018
356,Rob Gronkowski,NE,TE,13,0,0,0,0,0,47,682,3,0,0,0,0,6.5,84.2,2018
357,Lamarcus Joyner,LAR,S,15,0,0,0,0,0,0,0,0,1,1,0,1,5.6,84.1,2018
357,Samson Ebukam,LAR,DE,16,0,0,0,0,0,0,0,0,3,1,3,2,5.3,84.1,2018
359,Josh Norman,WAS,CB,16,0,0,0,0,0,0,0,0,0,3,3,1,5.2,84,2018
359,Chandler Catanzaro,CAR,K,13,0,0,0,0,0,0,0,0,0,0,0,0,6.5,84,2018
359,Josh Lambo,JAX,K,13,0,0,0,0,0,0,0,0,0,0,0,0,6.5,84,2018
359,New York Giants,NYG,DST,16,0,0,0,0,0,0,0,0,30,16,10,5,5.2,84,2018
363,D.J. Swearinger,ARI,FS,15,0,0,0,0,0,0,0,0,1,4,2,1,5.6,83.7,2018
364,Sean Davis,PIT,FS,15,0,0,0,0,0,0,0,0,0,1,1,0,5.6,83.5,2018
365,Mario Addison,CAR,DE,16,0,0,0,0,0,0,0,0,9,0,2,0,5.2,83.4,2018
365,Terrell Edmunds,PIT,S,16,0,0,0,0,0,0,0,0,1,1,0,1,5.2,83.4,2018
367,Vance McDonald,PIT,TE,15,0,0,0,0,0,50,610,4,0,0,0,0,5.5,83,2018
368,Donte Moncrief,JAX,WR,16,0,0,0,0,0,48,668,3,0,0,0,0,5.2,82.8,2018
369,Robert Quinn,MIA,DE,16,0,0,0,0,0,0,0,0,6.5,0,2,0,5.1,82.3,2018
369,Daron Payne,WAS,DT,16,0,0,0,0,0,0,0,0,5,0,1,1,5.1,82.3,2018
369,Jaire Alexander,GB,CB,13,0,0,0,0,0,0,0,0,0.5,1,0,0,6.3,82.3,2018
372,Stephon Gilmore,NE,CB,16,0,0,0,0,0,0,0,0,1,2,2,1,5.1,82.2,2018
373,Carl Nassib,TB,OLB,15,0,0,0,0,0,0,0,0,6.5,0,2,0,5.5,82.1,2018
373,Mike Hilton,PIT,CB,15,0,0,0,0,0,0,0,0,1,1,0,2,5.5,82.1,2018
375,Patrick Chung,NE,FS,15,0,0,0,0,0,0,0,0,0.5,1,0,1,5.5,82,2018
376,P.J. Williams,NO,CB,15,0,0,0,0,0,0,0,0,1,1,2,0,5.4,81.5,2018
376,Thomas Davis Sr.,CAR,OLB,12,0,0,0,0,0,0,0,0,0,0,0,2,6.8,81.5,2018
378,Sam Hubbard,CIN,DE,16,0,0,0,0,0,0,0,0,6,0,1,1,5.1,81.45,2018
379,Evan Engram,NYG,TE,11,0,0,0,36,0,45,577,3,0,0,0,0,7.4,81.3,2018
380,Chidobe Awuzie,DAL,CB,15,0,0,0,0,0,0,0,0,0,1,1,0,5.4,81,2018
380,Denzel Ward,CLE,CB,13,0,0,0,0,0,0,0,0,0,3,1,2,6.2,81,2018
380,Daniel Carlson,LV,K,12,0,0,0,0,0,0,0,0,0,0,0,0,6.8,81,2018
383,Leonard Williams,NYJ,DL,16,0,0,0,0,0,0,0,0,5,0,0,0,5.1,80.85,2018
384,Jon Bostic,PIT,LB,16,0,0,0,0,0,0,0,0,2.5,0,0,0,5,80.8,2018
384,Marvin Jones Jr.,DET,WR,9,0,0,0,0,0,35,508,5,0,0,0,0,9,80.8,2018
386,Olivier Vernon,NYG,DE,11,0,0,0,0,0,0,0,0,7,0,1,1,7.3,80.75,2018
387,Mike Adams,CAR,FS,16,0,0,0,0,0,0,0,0,0,3,0,0,5,80.5,2018
387,Johnathan Joseph,HOU,CB,14,0,0,0,0,0,0,0,0,0,2,0,0,5.8,80.5,2018
387,Joe Haden,PIT,CB,15,0,0,0,0,0,0,0,0,0,2,1,0,5.4,80.5,2018
387,Benson Mayowa,ARI,DE,15,0,0,0,0,0,0,0,0,4,0,1,1,5.4,80.5,2018
387,Christian Kirk,ARI,WR,12,0,0,0,35,0,43,590,3,0,0,0,0,6.7,80.5,2018
392,Tre Flowers,SEA,CB,15,0,0,0,0,0,0,0,0,0,0,3,1,5.3,80,2018
393,Romeo Okwara,DET,DL,15,0,0,0,0,0,0,0,0,7.5,0,1,0,5.3,79.8,2018
394,Jason McCourty,NE,CB,16,0,0,0,0,0,0,0,0,0,1,1,0,5,79.5,2018
394,Alex Anzalone,NO,LB,16,0,0,0,0,0,0,0,0,2,1,2,0,5,79.5,2018
396,Rashard Higgins,CLE,WR,13,0,0,0,0,0,39,572,4,0,0,0,0,6.1,79.2,2018
397,Justin Coleman,SEA,CB,16,0,0,0,0,0,0,0,0,0.5,1,1,2,4.9,79.05,2018
398,Morris Claiborne,NYJ,CB,15,0,0,0,0,0,0,0,0,0,2,0,0,5.3,79,2018
398,Atlanta Falcons,ATL,DST,16,0,0,0,0,0,0,0,0,37,15,7,4,4.9,79,2018
400,Devin Funchess,CAR,TE,14,0,0,0,0,0,44,549,4,0,0,0,0,5.6,78.9,2018
401,Michael Crabtree,BAL,WR,16,0,0,0,0,0,54,607,3,0,0,0,0,4.9,78.7,2018
402,Foyesade Oluokun,ATL,LB,16,0,0,0,0,0,0,0,0,0,0,0,0,4.9,78.5,2018
402,Eric Reid,CAR,SS,13,0,0,0,0,0,0,0,0,1,1,1,0,6,78.5,2018
404,Rodney Gunter,ARI,DT,16,0,0,0,0,0,0,0,0,4.5,0,2,0,4.9,78.2,2018
405,Jonathan Jones,NE,DB,16,0,0,0,0,0,0,0,0,1.5,3,1,0,4.9,78.1,2018
406,Graham Gano,CAR,K,12,0,0,0,0,0,0,0,0,0,0,0,0,6.5,78,2018
406,Byron Jones,DAL,CB,16,0,0,0,0,0,0,0,0,0,0,0,0,4.9,78,2018
406,Greg Joseph,CLE,K,14,0,0,0,0,0,0,0,0,0,0,0,0,5.6,78,2018
409,Desmond Trufant,ATL,CB,16,0,0,0,0,0,0,0,0,1,0,0,0,4.8,77.6,2018
410,Henry Anderson,NYJ,DE,16,0,0,0,0,0,0,0,0,7,0,0,0,4.8,77.45,2018
411,Alfred Blue,HOU,RB,16,0,0,0,499,2,20,154,0,0,0,0,0,4.8,77.3,2018
412,Dante Pettis,SF,WR,12,0,0,0,-2,0,27,467,5,0,0,0,0,6.4,76.5,2018
412,Jordan Whitehead,TB,S,15,0,0,0,0,0,0,0,0,0,0,0,0,5.1,76.5,2018
412,LeGarrette Blount,DET,RB,16,0,0,0,418,5,10,67,0,0,0,0,0,4.8,76.5,2018
415,Genard Avery,CLE,DE,16,0,0,0,0,0,0,0,0,4.5,0,1,1,4.8,76.15,2018
416,Jahleel Addae,LAC,SS,16,0,0,0,0,0,0,0,0,1,1,0,1,4.7,75.8,2018
417,Nick Foles,PHI,QB,5,1413,7,4,17,0,1,15,0,0,0,0,0,15.1,75.72,2018
418,Brandon Graham,PHI,DE,16,0,0,0,0,0,0,0,0,4,0,1,1,4.7,75.7,2018
419,Damien Williams,KC,RB,14,0,0,0,256,4,23,160,2,0,0,0,0,5.4,75.6,2018
419,Jimmy Graham,GB,TE,16,0,0,0,0,0,55,636,2,0,0,0,0,4.7,75.6,2018
421,Shaquill Griffin,SEA,CB,16,0,0,0,0,0,0,0,0,0,2,0,0,4.7,75.5,2018
422,Christian Jones,DET,OLB,16,0,0,0,0,0,0,0,0,1,0,1,0,4.7,75.4,2018
423,Sammy Watkins,KC,WR,10,0,0,0,52,0,40,519,3,0,0,0,0,7.5,75.1,2018
423,Glover Quin,DET,FS,16,0,0,0,0,0,0,0,0,1,0,0,0,4.7,75.1,2018
425,Reggie Ragland,KC,LB,16,0,0,0,0,0,0,0,0,0.5,1,0,0,4.7,75,2018
425,B.J. Goodson,NYG,ILB,15,0,0,0,0,0,0,0,0,0.5,2,0,1,5,75,2018
425,David Moore,SEA,WR,16,0,0,0,5,0,26,445,5,0,0,1,0,4.7,75,2018
428,C.J. Beathard,SF,QB,6,1252,8,7,69,1,0,0,0,0,0,0,0,12.5,74.98,2018
429,Buster Skrine,NYJ,CB,14,0,0,0,0,0,0,0,0,0.5,0,1,1,5.4,74.95,2018
430,Josh Adams,PHI,RB,13,0,0,0,511,3,7,58,0,0,0,0,0,5.8,74.9,2018
431,B.W. Webb,NYG,CB,16,0,0,0,0,0,0,0,0,1,1,1,0,4.7,74.7,2018
432,Chris Harris Jr.,DEN,S,12,0,0,0,0,0,0,0,0,1,3,0,0,6.2,74.4,2018
433,William Fuller V,HOU,WR,7,0,0,0,0,0,32,503,4,0,0,0,0,10.6,74.3,2018
434,Chris Herndon,NYJ,TE,14,0,0,0,0,0,39,502,4,0,0,0,0,5.3,74.2,2018
435,Marcus Williams,NO,S,16,0,0,0,0,0,0,0,0,1,2,1,1,4.6,74.1,2018
436,Michael Badgley,LAC,K,10,0,0,0,0,0,0,0,0,0,0,0,0,7.4,74,2018
437,Tavon Young,BAL,DB,15,0,0,0,0,0,0,0,0,2,1,0,2,4.9,73.7,2018
438,Darius Slay,DET,CB,15,0,0,0,0,0,0,0,0,0,3,0,0,4.9,73.5,2018
439,Bobby McCain,MIA,S,14,0,0,0,0,0,0,0,0,2,1,0,0,5.2,73.4,2018
440,Kyle Williams,BUF,DT,16,0,0,0,0,0,1,9,0,5,0,1,1,4.6,73.25,2018
441,Mark Andrews,BAL,TE,16,0,0,0,0,0,34,552,3,0,0,0,0,4.6,73.2,2018
442,Sheldon Richardson,MIN,DT,16,0,0,0,0,0,0,0,0,4.5,0,0,0,4.6,73.15,2018
443,Marquez Valdes-Scantling,GB,WR,16,0,0,0,29,0,38,581,2,0,0,0,0,4.6,73,2018
444,Eric Weddle,BAL,FS,16,0,0,0,0,0,0,0,0,1,0,0,0,4.6,72.9,2018
445,Javon Hargrave,PIT,DL,16,0,0,0,0,0,0,0,0,6.5,0,0,0,4.5,72.75,2018
446,Kendrick Bourne,SF,WR,16,0,0,0,0,0,42,487,4,0,0,0,0,4.5,72.7,2018
446,Tre'Quan Smith,NO,WR,15,0,0,0,0,0,28,427,5,0,0,0,0,4.8,72.7,2018
448,Cameron Wake,MIA,OLB,14,0,0,0,0,0,0,0,0,6,0,1,0,5.2,72.4,2018
448,Willie Snead IV,BAL,WR,16,0,0,0,13,0,62,651,1,0,0,0,0,4.5,72.4,2018
448,Elijah Lee,SF,LB,16,0,0,0,0,0,0,0,0,1,0,1,0,4.5,72.4,2018
451,Anthony Barr,MIN,LB,13,0,0,0,0,0,0,0,0,3,0,1,0,5.6,72.2,2018
452,Robert Foster,BUF,WR,13,0,0,0,0,0,27,541,3,0,0,0,0,5.5,72.1,2018
453,Rasul Douglas,PHI,CB,16,0,0,0,0,0,0,0,0,0,3,0,0,4.5,72,2018
453,Mackensie Alexander,MIN,CB,15,0,0,0,0,0,0,0,0,4,0,0,0,4.8,72,2018
455,Darqueze Dennard,CIN,CB,13,0,0,0,0,0,0,0,0,0,0,0,1,5.5,71.5,2018
455,Cassius Marsh,SF,DE,16,0,0,0,0,0,0,0,0,5.5,0,0,1,4.5,71.5,2018
455,Harold Landry III,TEN,OLB,15,0,0,0,0,0,0,0,0,4.5,0,1,0,4.8,71.5,2018
458,Chris Hogan,NE,WR,16,0,0,0,0,0,35,532,3,0,0,0,0,4.4,71.2,2018
458,Ronald Blair,SF,DE,16,0,0,0,0,0,0,0,0,5.5,0,0,0,4.4,71.2,2018
460,B.J. Hill,NYG,DT,16,0,0,0,0,0,0,0,0,5.5,0,0,0,4.4,71.15,2018
461,Josh Reynolds,LAR,WR,16,0,0,0,8,0,29,402,5,0,0,0,0,4.4,71,2018
462,Albert Wilson,MIA,WR,7,52,1,0,16,0,26,391,4,0,0,0,0,10.1,70.78,2018
463,Ito Smith,ATL,RB,14,0,0,0,315,4,27,152,0,0,0,0,0,5,70.7,2018
464,Matt Ioannidis,WAS,DT,14,0,0,0,0,0,0,0,0,7.5,0,1,1,5,70.6,2018
465,Linval Joseph,MIN,DT,15,0,0,0,0,0,0,0,0,1,0,1,1,4.7,70.5,2018
466,Darian Stewart,DEN,FS,14,0,0,0,0,0,0,0,0,1,2,0,1,5,70.45,2018
467,Clay Matthews,GB,OLB,16,0,0,0,0,0,0,0,0,3.5,0,2,0,4.4,70.35,2018
468,Bryce Callahan,CHI,CB,13,0,0,0,0,0,0,0,0,2,2,0,0,5.4,70.2,2018
469,Cordarrelle Patterson,NE,RB,15,0,0,0,228,1,21,247,3,0,0,0,0,4.6,69.5,2018
469,Bradley Roby,DEN,CB,15,0,0,0,0,0,0,0,0,0,1,2,0,4.6,69.5,2018
471,Deion Jones,ATL,ILB,6,0,0,0,0,0,0,0,0,1,2,1,0,11.5,68.9,2018
472,Chris Long,PHI,DE,16,0,0,0,0,0,0,0,0,6.5,0,2,0,4.3,68.6,2018
472,Whitney Mercilus,HOU,OLB,16,0,0,0,0,0,0,0,0,4,0,2,0,4.3,68.6,2018
474,Patrick Peterson,ARI,CB,16,0,0,0,0,0,0,0,0,1,2,0,1,4.3,68.5,2018
475,Danny Amendola,MIA,WR,15,28,1,0,-2,0,59,575,1,0,0,0,0,4.6,68.42,2018
476,Adarius Taylor,TB,OLB,15,0,0,0,0,0,0,0,0,1,1,1,0,4.5,68.1,2018
477,Captain Munnerlyn,CAR,CB,16,0,0,0,0,0,0,0,0,2,1,0,1,4.2,68,2018
477,Kawann Short,CAR,DT,14,0,0,0,0,0,0,0,0,3,0,1,0,4.9,68,2018
477,Tampa Bay Buccaneers,TB,DST,16,0,0,0,0,0,0,0,0,38,9,11,8,4.2,68,2018
480,Brock Osweiler,MIA,QB,7,1247,6,4,21,0,0,0,0,0,0,0,0,9.7,67.98,2018
481,Kenny Vaccaro,TEN,SS,13,0,0,0,0,0,0,0,0,2,1,0,0,5.2,67.7,2018
482,Jack Crawford,ATL,DE,16,0,0,0,0,0,0,0,0,5.5,1,1,0,4.2,67.5,2018
483,Lorenzo Carter,NYG,OLB,15,0,0,0,0,0,0,0,0,4,0,0,0,4.5,67.4,2018
484,Gerald McCoy,TB,DT,14,0,0,0,0,0,0,0,0,6,0,0,0,4.8,67.15,2018
485,Margus Hunt,IND,DE,15,0,0,0,0,0,0,0,0,5,0,1,1,4.5,67.1,2018
486,Xavien Howard,MIA,CB,12,0,0,0,0,0,0,0,0,0,7,0,1,5.6,67,2018
486,Justin Evans,TB,S,10,0,0,0,0,0,0,0,0,0,1,0,1,6.7,67,2018
486,Rashaan Melvin,LV,CB,14,0,0,0,0,0,0,0,0,0,1,0,0,4.8,67,2018
489,Adam Gotsis,DEN,DL,16,0,0,0,0,0,0,0,0,3,0,2,1,4.2,66.9,2018
489,Brandon Copeland,NYJ,LB,16,0,0,0,0,0,0,0,0,5,0,0,0,4.2,66.9,2018
489,Elijah McGuire,NYJ,RB,8,0,0,0,276,3,19,193,1,0,0,0,0,8.4,66.9,2018
492,Michael Thomas,NYG,S,16,0,0,0,0,0,0,0,0,1,2,0,0,4.2,66.8,2018
493,Dante Fowler Jr.,LAR,DE,15,0,0,0,0,0,0,0,0,4,0,2,2,4.4,66.7,2018
494,Kenny Young,BAL,LB,16,0,0,0,0,0,0,0,0,2.5,0,1,0,4.2,66.55,2018
495,Anthony Brown,DAL,CB,15,0,0,0,0,0,0,0,0,2,1,1,0,4.4,66.5,2018
496,Arik Armstead,SF,DL,16,0,0,0,0,0,0,0,0,3,0,0,0,4.2,66.4,2018
497,Jordan Reed,WAS,TE,13,0,0,0,0,0,54,558,2,0,0,0,0,5.1,65.8,2018
498,Corey Peters,ARI,DT,15,0,0,0,0,0,0,0,0,2.5,0,0,1,4.4,65.6,2018
499,Trumaine Johnson,NYJ,CB,10,0,0,0,0,0,0,0,0,0,4,1,1,6.6,65.5,2018
500,Randy Gregory,DAL,OLB,14,0,0,0,0,0,0,0,0,6,0,1,1,4.7,65.3,2018
501,Josh Doctson,WAS,WR,15,0,0,0,0,0,44,532,2,0,0,0,0,4.3,65.2,2018
502,Chris Ivory,BUF,RB,13,0,0,0,385,1,13,205,0,0,0,0,0,5,65,2018
502,Micah Hyde,BUF,S,15,0,0,0,0,0,0,0,0,0,2,0,1,4.3,65,2018
502,Fabian Moreau,WAS,CB,16,0,0,0,0,0,0,0,0,0,1,3,0,4.1,65,2018
502,Marcus Gilchrist,LV,SS,16,0,0,0,0,0,0,0,0,0,3,0,0,4.1,65,2018
506,Elandon Roberts,NE,LB,16,0,0,0,0,0,0,0,0,1,0,0,0,4,64.7,2018
506,Michael Gallup,DAL,WR,16,0,0,0,0,0,33,507,2,0,0,0,0,4,64.7,2018
508,Tre'Davious White,BUF,CB,16,0,0,0,0,0,0,0,0,0,2,0,0,4,64.5,2018
509,Marquise Goodwin,SF,WR,11,0,0,0,9,0,23,395,4,0,0,0,0,5.9,64.4,2018
