Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGame,FantasyPoints,Year
16,Deebo Samuel,SF,WR,16,24,1,0,365,8,77,1405,6,0,0,0,0,16.4,261.96,2021
17,Carson Wentz,IND,QB,17,3563,27,7,215,1,0,0,0,0,0,0,0,15.2,258.02,2021
18,Derek Carr,LV,QB,17,4804,23,14,108,0,0,0,0,0,0,0,0,15.1,256.96,2021
19,Joe Mixon,CIN,RB,16,0,0,0,1205,13,42,314,3,0,0,0,0,15.4,245.9,2021
20,Russell Wilson,SEA,QB,14,3113,25,6,183,2,0,0,0,0,0,0,0,17.3,242.82,2021
21,Lamar Jackson,BAL,QB,12,2882,16,13,767,2,0,0,0,0,0,0,0,20,239.98,2021
22,Jimmy Garoppolo,SF,QB,15,3810,20,12,51,3,0,0,0,0,0,0,0,15.2,227.5,2021
23,Najee Harris,PIT,RB,17,0,0,0,1200,7,74,467,3,0,0,0,0,13.3,226.7,2021
24,Mac Jones,NE,QB,17,3801,22,13,129,0,0,0,0,0,0,0,0,13.2,224.94,2021
25,Ja'Marr Chase,CIN,WR,17,0,0,0,21,0,81,1455,13,0,0,0,0,13.2,223.6,2021
26,Matt Ryan,ATL,QB,17,3968,20,12,82,1,0,0,0,0,0,0,0,13.1,222.92,2021
27,Justin Jefferson,MIN,WR,17,35,0,0,14,0,108,1616,10,0,0,0,0,13.1,222.4,2021
28,Taylor Heinicke,WAS,QB,16,3419,20,15,313,1,1,-2,0,0,0,0,0,13.9,221.86,2021
29,Davante Adams,GB,WR,16,0,0,0,0,0,123,1553,11,0,0,0,0,13.8,221.3,2021
30,James Conner,ARI,RB,15,0,0,0,752,15,37,375,3,0,0,0,0,14.7,220.7,2021
31,Ben Roethlisberger,PIT,QB,16,3740,22,10,5,1,0,0,0,0,0,0,0,13.6,218.1,2021
32,Ezekiel Elliott,DAL,RB,17,4,0,0,1002,10,47,287,2,0,0,0,0,12.1,205.06,2021
33,T.J. Watt,PIT,LB,15,0,0,0,0,0,0,0,0,22.5,0,5,3,13.6,203.25,2021
34,Teddy Bridgewater,DEN,QB,14,3052,18,7,106,2,0,0,0,0,0,0,0,14.5,202.68,2021
35,Trevor Lawrence,JAX,QB,17,3641,12,17,334,2,0,0,0,0,0,0,0,11.7,199.04,2021
36,Nick Chubb,CLE,RB,14,0,0,0,1259,8,20,174,1,0,0,0,0,14,195.3,2021
37,Jared Goff,DET,QB,14,3245,19,8,87,0,0,0,0,0,0,0,0,13.9,194.5,2021
38,Mark Andrews,BAL,TE,17,0,0,0,0,0,107,1361,9,0,0,0,0,11.4,194.1,2021
39,Damien Harris,NE,RB,15,0,0,0,929,15,18,132,0,0,0,0,0,12.8,192.1,2021
40,Mike Evans,TB,WR,16,0,0,0,10,0,74,1035,14,0,0,0,0,11.8,188.5,2021
41,Alvin Kamara,NO,RB,13,0,0,0,898,4,47,439,5,0,0,0,0,14.4,187.7,2021
42,Antonio Gibson,WAS,RB,16,0,0,0,1037,7,42,294,3,0,0,0,0,11.7,187.1,2021
43,Leonard Fournette,TB,RB,14,0,0,0,812,8,69,454,2,0,0,0,0,13.3,186.6,2021
44,Tyreek Hill,KC,WR,17,0,0,0,96,0,111,1239,9,0,0,0,0,10.9,185.5,2021
45,Cordarrelle Patterson,ATL,RB,16,0,0,0,618,6,52,548,5,0,0,0,0,11.4,182.6,2021
46,Stefon Diggs,BUF,WR,17,0,0,0,0,0,103,1225,10,0,0,0,0,10.7,182.5,2021
47,Dallas Cowboys,DAL,DST,17,0,0,0,0,0,0,0,0,41,26,13,9,10.7,182,2021
48,Tua Tagovailoa,MIA,QB,13,2653,16,10,128,3,0,0,0,0,0,0,0,13.9,180.92,2021
49,Baker Mayfield,CLE,QB,14,3010,17,13,134,1,0,11,0,0,0,0,0,12.9,180.9,2021
50,Foyesade Oluokun,ATL,LB,17,0,0,0,0,0,0,0,0,2,3,1,0,10.6,180.4,2021
51,Aaron Jones,GB,RB,15,0,0,0,799,4,52,391,6,0,0,0,0,11.8,177,2021
52,Derrick Henry,TEN,RB,8,5,1,0,937,10,18,154,0,0,0,0,0,21.9,175.3,2021
53,Micah Parsons,DAL,LB,16,0,0,0,0,0,0,0,0,13,0,3,0,10.9,173.95,2021
54,Dalvin Cook,MIN,RB,13,0,0,0,1159,6,34,224,0,0,0,0,0,13.3,172.3,2021
55,Josh Jacobs,LV,RB,15,0,0,0,872,9,54,348,0,0,0,0,0,11.5,172,2021
56,Travis Kelce,KC,TE,16,0,0,0,3,1,92,1125,9,0,0,0,0,10.7,170.8,2021
57,Mike Williams,LAC,WR,16,0,0,0,0,0,76,1146,9,0,0,0,0,10.7,170.6,2021
58,Jordyn Brooks,SEA,LB,17,0,0,0,0,0,0,0,0,1,0,0,1,10,169.7,2021
59,DK Metcalf,SEA,WR,17,0,0,0,6,0,75,967,12,0,0,0,0,10,169.3,2021
60,Tyler Lockett,SEA,WR,16,0,0,0,9,0,73,1175,8,0,0,0,0,10.5,168.4,2021
61,Diontae Johnson,PIT,WR,16,0,0,0,53,0,107,1161,8,0,0,0,0,10.5,167.4,2021
62,Melvin Gordon III,DEN,RB,16,0,0,0,918,8,28,213,2,0,0,0,0,10.4,167.1,2021
63,Daniel Jones,NYG,QB,11,2428,10,7,298,2,1,16,0,0,0,0,0,15.1,166.52,2021
64,Roquan Smith,CHI,ILB,17,0,0,0,0,0,0,0,0,3,1,0,0,9.7,165.5,2021
65,Daniel Carlson,LV,K,17,0,0,0,0,0,0,0,0,0,0,0,0,9.5,162,2021
66,Javonte Williams,DEN,RB,17,0,0,0,903,4,43,316,3,0,0,0,0,9.5,161.9,2021
67,De'Vondre Campbell,GB,LB,16,0,0,0,0,0,0,0,0,2,2,2,1,10,160.8,2021
68,Nick Folk,NE,K,17,0,0,0,0,0,0,0,0,0,0,0,0,9.4,160,2021
69,Shaquille Leonard,IND,LB,16,0,0,0,0,0,0,0,0,0,4,8,3,9.9,158.5,2021
70,New England Patriots,NE,DST,17,0,0,0,0,0,0,0,0,36,23,11,7,9.3,158,2021
71,Devin Singletary,BUF,RB,17,0,0,0,870,7,40,228,1,0,0,0,0,9.3,157.8,2021
72,Sam Darnold,CAR,QB,12,2527,9,13,222,5,0,0,0,0,0,0,0,13.1,157.28,2021
73,Aaron Donald,LAR,DT,17,0,0,0,0,0,0,0,0,12.5,0,4,0,9.2,157.1,2021
74,Davis Mills,HOU,QB,13,2664,16,10,44,0,0,0,0,0,0,0,0,12.1,156.96,2021
75,C.J. Mosley,NYJ,LB,16,0,0,0,0,0,0,0,0,2,0,2,0,9.8,156.4,2021
76,Nick Bosa,SF,DL,17,0,0,0,0,0,0,0,0,15.5,0,4,0,9.2,156.2,2021
77,Hunter Renfrow,LV,WR,17,0,0,0,3,0,103,1038,9,0,0,0,0,9.2,156.1,2021
78,Miami Dolphins,MIA,DST,17,0,0,0,0,0,0,0,0,48,14,14,14,9.1,155,2021
79,CeeDee Lamb,DAL,WR,16,0,0,0,76,0,79,1102,6,0,0,0,0,9.6,153.8,2021
80,David Montgomery,CHI,RB,13,0,0,1,849,7,42,301,0,0,0,0,0,11.8,153,2021
81,Matt Gay,LAR,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.9,152,2021
82,Zach Wilson,NYJ,QB,13,2334,9,11,185,4,0,0,0,0,0,0,0,11.7,151.86,2021
83,Keenan Allen,LAC,WR,16,0,0,0,0,0,106,1138,6,0,0,0,0,9.5,151.8,2021
84,AJ Dillon,GB,RB,17,0,0,0,803,5,34,313,2,0,0,0,0,8.9,151.6,2021
85,Bobby Wagner,SEA,LB,16,0,0,0,0,0,0,0,0,1,1,1,0,9.4,151.2,2021
86,Eric Kendricks,MIN,LB,15,0,0,0,0,0,0,0,0,5,2,0,1,10.1,151.1,2021
87,Chris Boswell,PIT,K,17,0,0,0,0,0,0,0,0,0,0,0,1,8.9,151,2021
87,Matt Prater,ARI,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.9,151,2021
89,Michael Pittman Jr.,IND,WR,17,0,0,0,44,0,88,1082,6,0,0,0,0,8.9,150.6,2021
90,Greg Joseph,MIN,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.8,149,2021
90,Darrel Williams,KC,RB,17,0,0,0,558,6,47,452,2,0,0,0,0,8.8,149,2021
90,Justin Tucker,BAL,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.8,149,2021
93,Devin White,TB,ILB,17,0,0,0,0,0,0,0,0,3.5,0,0,1,8.8,148.75,2021
94,Evan McPherson,CIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,9.2,148,2021
94,Denzel Perryman,LV,LB,15,0,0,0,0,0,0,0,0,0,0,1,2,9.9,148,2021
94,Buffalo Bills,BUF,DST,17,0,0,0,0,0,0,0,0,42,19,12,11,8.7,148,2021
97,Robert Quinn,CHI,DE,16,0,0,0,0,0,0,0,0,18.5,0,5,0,9.2,147.85,2021
98,Myles Garrett,CLE,DE,17,0,0,0,0,0,0,0,0,16,0,1,1,8.7,147.65,2021
99,Cameron Heyward,PIT,DT,17,0,0,0,0,0,0,0,0,10,1,1,1,8.6,147.05,2021
100,Cole Holcomb,WAS,LB,16,0,0,0,0,0,0,0,0,1,2,2,1,9.2,147,2021
101,D'Andre Swift,DET,RB,13,0,0,0,617,5,62,452,2,0,0,0,0,11.3,146.9,2021
102,Elijah Mitchell,SF,RB,11,0,0,0,963,5,19,137,1,0,0,0,0,13.3,146,2021
103,Kyzir White,LAC,ILB,17,0,0,0,0,0,0,0,0,1,2,2,0,8.5,145.1,2021
103,Tee Higgins,CIN,WR,14,0,0,0,0,0,74,1091,6,0,0,0,0,10.4,145.1,2021
105,DJ Moore,CAR,WR,17,0,0,0,48,0,93,1157,4,0,0,0,0,8.5,144.5,2021
106,Chris Godwin,TB,WR,14,0,0,0,21,1,98,1103,5,0,0,0,0,10.3,144.4,2021
107,Tampa Bay Buccaneers,TB,DST,17,0,0,0,0,0,0,0,0,47,17,16,13,8.4,143,2021
108,James Robinson,JAX,RB,14,0,0,0,767,8,31,222,0,0,0,0,0,10.2,142.9,2021
109,Brandin Cooks,HOU,WR,16,0,0,0,21,0,90,1037,6,0,0,0,0,8.9,141.8,2021
109,Jaylen Waddle,MIA,WR,16,0,0,0,3,1,104,1015,6,0,0,0,0,8.9,141.8,2021
111,New Orleans Saints,NO,DST,17,0,0,0,0,0,0,0,0,46,18,13,7,8.3,141,2021
112,Jake Elliott,PHI,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.2,140,2021
113,Tyler Bass,BUF,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.2,139,2021
114,Deion Jones,ATL,ILB,16,0,0,0,0,0,0,0,0,2,0,1,0,8.7,138.7,2021
114,Darnell Mooney,CHI,WR,17,0,0,0,32,1,81,1055,4,0,0,0,0,8.2,138.7,2021
116,Indianapolis Colts,IND,DST,17,0,0,0,0,0,0,0,0,33,19,18,16,8.1,138,2021
117,Amon-Ra St. Brown,DET,WR,17,0,0,0,61,1,90,912,5,0,0,0,0,8.1,137.3,2021
117,Jordan Hicks,ARI,LB,17,0,0,0,0,0,0,0,0,5,0,1,2,8.1,137.3,2021
119,Terry McLaurin,WAS,WR,17,0,0,0,12,0,77,1053,5,0,0,0,0,8,136.5,2021
120,Fred Warner,SF,LB,16,0,0,0,0,0,0,0,0,0.5,0,1,3,8.5,136,2021
120,Harrison Butker,KC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.5,136,2021
122,Marquise Brown,BAL,WR,16,0,0,0,5,0,91,1008,6,0,0,0,0,8.5,135.3,2021
123,Derwin James Jr.,LAC,S,15,0,0,0,0,0,0,0,0,2,2,3,0,9,134.75,2021
124,Amari Cooper,DAL,WR,15,0,0,0,0,0,68,865,8,0,0,0,0,9,134.5,2021
125,Darrell Henderson Jr.,LAR,RB,12,0,0,0,688,5,29,176,3,0,0,0,0,11.2,134.4,2021
126,Dustin Hopkins,LAC,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.9,134,2021
127,Greg Zuerlein,DAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.3,133,2021
128,Adam Thielen,MIN,WR,13,0,0,0,2,0,67,726,10,0,0,0,0,10.2,132.8,2021
129,Harold Landry III,TEN,OLB,17,0,0,0,0,0,0,0,0,12,0,1,0,7.8,132.5,2021
130,Kevin Byard,TEN,S,17,0,0,0,0,0,0,0,0,1,5,2,1,7.7,131.1,2021
131,Ryan Succop,TB,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.7,131,2021
131,Alex Singleton,PHI,ILB,16,0,0,0,0,0,0,0,0,0,1,1,0,8.2,131,2021
131,Kansas City Chiefs,KC,DST,17,0,0,0,0,0,0,0,0,31,15,18,15,7.7,131,2021
134,Chandler Jones,ARI,DE,15,0,0,0,0,0,0,0,0,10.5,0,7,1,8.7,130.95,2021
135,Dalton Schultz,DAL,TE,17,0,0,0,0,0,78,808,8,0,0,0,0,7.7,130.8,2021
136,Christian Kirk,ARI,WR,17,33,0,0,11,0,77,982,5,0,0,0,0,7.7,130.62,2021
137,Mason Crosby,GB,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.6,130,2021
138,Kenny Moore II,IND,CB,17,0,0,0,0,0,0,0,0,1,4,1,0,7.6,129.1,2021
139,Bobby Okereke,IND,ILB,17,0,0,0,0,0,0,0,0,1,2,0,0,7.6,128.4,2021
140,Cameron Jordan,NO,DE,16,0,0,0,0,0,0,0,0,12.5,0,2,0,8,128.05,2021
141,Harrison Smith,MIN,S,15,0,0,0,0,0,0,0,0,3,1,1,0,8.5,127.7,2021
142,Kamu Grugier-Hill,HOU,LB,14,0,0,0,0,0,0,0,0,3,1,2,0,9.1,127.5,2021
143,George Kittle,SF,TE,14,0,0,0,20,0,71,910,6,0,0,0,0,9.1,127,2021
144,Justin Fields,CHI,QB,12,1870,7,10,420,2,0,0,0,0,0,0,0,10.6,126.8,2021
145,Jerome Baker,MIA,LB,16,0,0,0,0,0,0,0,0,5.5,1,1,0,7.9,126.7,2021
146,Arizona Cardinals,ARI,DST,17,0,0,0,0,0,0,0,0,41,13,21,15,7.4,126,2021
147,Kendrick Bourne,NE,WR,17,25,1,0,125,0,55,800,5,0,0,0,0,7.4,125.5,2021
148,Matthew Judon,NE,LB,17,0,0,0,0,0,0,0,0,12.5,0,0,1,7.4,125.4,2021
149,Sony Michel,LAR,RB,17,0,0,0,845,4,21,128,1,0,0,0,0,7.4,125.3,2021
150,Demario Davis,NO,LB,16,0,0,0,0,0,0,0,0,3,0,0,0,7.8,125.1,2021
151,Minkah Fitzpatrick,PIT,S,16,0,0,0,0,0,0,0,0,0,2,1,1,7.8,125,2021
152,Myles Gaskin,MIA,RB,17,0,0,0,612,3,49,234,4,0,0,0,0,7.3,124.6,2021
153,Quincy Williams,NYJ,LB,16,0,0,0,0,0,0,0,0,2,0,3,0,7.7,123.9,2021
154,Jordan Poyer,BUF,S,16,0,0,0,0,0,0,0,0,3,5,0,0,7.7,123.1,2021
155,Minnesota Vikings,MIN,DST,17,0,0,0,0,0,0,0,0,51,16,13,9,7.2,123,2021
155,Tennessee Titans,TEN,DST,17,0,0,0,0,0,0,0,0,43,16,13,6,7.2,123,2021
157,Shaquil Barrett,TB,OLB,15,0,0,0,0,0,0,0,0,10,1,3,2,8.2,122.85,2021
158,Randy Bullock,TEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.6,122,2021
159,DeVonta Smith,PHI,WR,17,0,0,0,0,0,64,916,5,0,0,1,0,7.2,121.6,2021
159,Isaiah Simmons,ARI,S,17,0,0,0,0,0,0,0,0,1.5,1,4,0,7.2,121.6,2021
161,Logan Ryan,NYG,S,15,0,0,0,0,0,0,0,0,1,0,2,1,8.1,121.4,2021
162,Christian Wilkins,MIA,DT,17,0,0,0,0,0,1,1,1,4.5,0,1,1,7.1,121.1,2021
163,Jalen Thompson,ARI,S,17,0,0,0,0,0,0,0,0,0,3,0,0,7.1,121,2021
163,Brandon McManus,DEN,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.1,121,2021
163,Los Angeles Rams,LAR,DST,17,0,0,0,0,0,0,0,0,50,19,14,6,7.1,121,2021
166,Jayron Kearse,DAL,S,16,0,0,0,0,0,0,0,0,1,2,0,1,7.5,120.2,2021
167,Haason Reddick,CAR,LB,16,0,0,0,0,0,0,0,0,11,0,2,1,7.5,119.9,2021
168,Jeremy Chinn,CAR,S,16,0,0,0,0,0,0,0,0,1,1,1,1,7.5,119.7,2021
169,Josh Allen,JAX,OLB,16,0,0,0,0,0,0,0,0,7.5,1,1,1,7.5,119.5,2021
170,Xavier Woods,MIN,S,17,0,0,0,0,0,0,0,0,1,3,2,0,7,119.3,2021
171,Younghoe Koo,ATL,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7,119,2021
171,Green Bay Packers,GB,DST,17,0,0,0,0,0,0,0,0,39,18,10,10,7,119,2021
173,Michael Carter,NYJ,RB,14,0,0,0,639,4,36,325,0,0,0,0,0,8.5,118.4,2021
174,Van Jefferson,LAR,WR,17,0,0,0,20,0,50,802,6,0,0,0,0,7,118.2,2021
175,Graham Gano,NYG,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.9,118,2021
175,San Francisco 49ers,SF,DST,17,0,0,0,0,0,0,0,0,48,9,21,12,6.9,118,2021
177,A.J. Brown,TEN,WR,13,0,0,0,10,0,63,869,5,0,0,0,0,9.1,117.9,2021
178,Taysom Hill,NO,QB,12,978,4,5,374,5,4,52,0,0,0,0,0,9.8,117.72,2021
179,Tony Pollard,DAL,RB,15,0,0,0,719,2,39,337,0,0,0,0,0,7.8,117.6,2021
180,Jameis Winston,NO,QB,7,1170,14,3,166,1,0,0,0,0,0,0,0,16.8,117.4,2021
181,T.J. Edwards,PHI,LB,16,0,0,0,0,0,0,0,0,1,1,0,1,7.3,117.3,2021
181,Joey Bosa,LAC,OLB,16,0,0,0,0,0,0,0,0,10.5,0,7,0,7.3,117.3,2021
181,Shaq Thompson,CAR,LB,14,0,0,0,0,0,0,0,0,2,2,0,0,8.4,117.3,2021
184,Nick Bolton,KC,LB,16,0,0,0,0,0,0,0,0,0,0,0,1,7.3,117,2021
185,Tyler Boyd,CIN,WR,16,46,0,0,22,0,67,828,5,0,0,0,0,7.3,116.84,2021
186,Maxx Crosby,LV,DE,17,0,0,0,0,0,0,0,0,8,0,0,0,6.9,116.75,2021
187,Leonard Floyd,LAR,DE,17,0,0,0,0,0,0,0,0,9.5,1,1,1,6.8,116.35,2021
188,Rob Gronkowski,TB,TE,12,0,0,0,0,0,55,802,6,0,0,0,0,9.7,116.2,2021
189,Rashaad Penny,SEA,RB,10,0,0,0,749,6,6,48,0,0,0,0,0,11.6,115.7,2021
190,Tae Crowder,NYG,ILB,17,0,0,0,0,0,0,0,0,0,2,1,0,6.8,115.5,2021
191,Dawson Knox,BUF,TE,15,0,0,0,4,0,49,587,9,0,0,1,0,7.7,115.1,2021
192,Brandon Aiyuk,SF,WR,17,0,0,0,17,0,56,826,5,0,0,0,0,6.7,114.3,2021
192,Hunter Henry,NE,TE,17,0,0,0,0,0,50,603,9,0,0,0,0,6.7,114.3,2021
194,Antoine Winfield Jr.,TB,S,13,0,0,0,0,0,0,0,0,2,2,2,3,8.8,113.8,2021
195,Trevon Diggs,DAL,CB,16,0,0,0,0,0,0,0,0,0,11,0,0,7.1,113.5,2021
195,Jalen Ramsey,LAR,CB,16,0,0,0,0,0,0,0,0,0,4,1,1,7.1,113.5,2021
197,Trey Hendrickson,CIN,DE,16,0,0,0,0,0,0,0,0,14,0,3,0,7.1,113.15,2021
198,Budda Baker,ARI,S,17,0,0,0,0,0,0,0,0,2,3,0,1,6.6,113,2021
198,Denver Broncos,DEN,DST,17,0,0,0,0,0,0,0,0,36,13,6,6,6.6,113,2021
200,Azeez Al-Shaair,SF,LB,13,0,0,0,0,0,0,0,0,2,1,1,2,8.7,112.8,2021
201,Chuba Hubbard,CAR,RB,17,0,0,0,612,5,25,174,1,0,0,0,0,6.6,112.6,2021
201,Devonta Freeman,BAL,RB,16,0,0,0,576,5,34,190,1,0,0,0,0,7,112.6,2021
203,Markus Golden,ARI,LB,16,0,0,0,0,0,0,0,0,11,0,3,2,7,112.5,2021
204,Damien Wilson,JAX,LB,17,0,0,0,0,0,0,0,0,3,1,1,0,6.6,112.3,2021
205,Micah Hyde,BUF,S,17,0,0,0,0,0,0,0,0,1,5,1,2,6.6,112.1,2021
206,Ja'Whaun Bentley,NE,LB,16,0,0,0,0,0,0,0,0,1,0,3,0,7,111.5,2021
207,Vonn Bell,CIN,S,16,0,0,0,0,0,0,0,0,0.5,1,3,1,6.9,111.1,2021
208,Andrew Van Ginkel,MIA,LB,17,0,0,0,0,0,0,0,0,4,0,1,0,6.5,110.75,2021
209,Jonathan Allen,WAS,DT,17,0,0,0,0,0,0,0,0,9,0,0,0,6.5,110.1,2021
210,Matt Milano,BUF,LB,16,0,0,0,0,0,0,0,0,3,0,0,2,6.8,109.2,2021
211,Dallas Goedert,PHI,TE,15,0,0,0,0,0,56,830,4,0,0,0,0,7.3,109,2021
211,J.C. Jackson,NE,CB,17,0,0,0,0,0,0,0,0,0,8,1,0,6.4,109,2021
211,Xavier McKinney,NYG,S,17,0,0,0,0,0,0,0,0,0,5,0,0,6.4,109,2021
211,Pittsburgh Steelers,PIT,DST,17,0,0,0,0,0,0,0,0,55,13,18,10,6.4,109,2021
215,Emmanuel Ogbah,MIA,DE,17,0,0,0,0,0,0,0,0,9,0,1,1,6.4,108.9,2021
216,Kyle Pitts,ATL,TE,17,0,0,0,0,0,68,1026,1,0,0,0,0,6.4,108.6,2021
217,Alex Highsmith,PIT,LB,16,0,0,0,0,0,0,0,0,6,0,1,0,6.8,108.55,2021
218,K.J. Osborn,MIN,WR,17,0,0,0,10,0,50,655,7,0,0,0,0,6.4,108.5,2021
219,Patrick Queen,BAL,ILB,17,0,0,0,0,0,0,0,0,2,0,1,1,6.4,108.4,2021
220,Adrian Phillips,NE,DB,17,0,0,0,0,0,0,0,0,0,4,1,0,6.4,108,2021
220,Kyle Dugger,NE,DB,15,0,0,0,0,0,0,0,0,0,4,0,1,7.2,108,2021
220,Johnathan Abram,LV,S,14,0,0,0,0,0,0,0,0,0,1,0,1,7.7,108,2021
220,Cincinnati Bengals,CIN,DST,17,0,0,0,0,0,0,0,0,42,13,17,8,6.4,108,2021
224,Kyle Van Noy,NE,OLB,16,0,0,0,0,0,0,0,0,5,1,2,1,6.7,107.7,2021
224,Taylor Rapp,LAR,S,17,0,0,0,0,0,0,0,0,1.5,4,0,1,6.3,107.7,2021
226,Brian Burns,CAR,OLB,17,0,0,0,0,0,0,0,0,9,0,2,0,6.3,107.65,2021
227,Chase Claypool,PIT,WR,15,0,0,0,96,0,59,860,2,0,0,0,0,7.2,107.6,2021
227,Rashan Gary,GB,LB,16,0,0,0,0,0,0,0,0,9.5,0,2,1,6.7,107.6,2021
227,Saquon Barkley,NYG,RB,13,0,0,0,593,2,41,263,2,0,0,0,0,8.3,107.6,2021
230,Tracy Walker III,DET,S,15,0,0,0,0,0,0,0,0,1,1,0,0,7.2,107.3,2021
230,Justin Simmons,DEN,S,17,0,0,0,0,0,0,0,0,1.5,5,0,0,6.3,107.3,2021
232,Marvin Jones Jr.,JAX,WR,17,0,0,0,0,0,73,832,4,0,0,0,0,6.3,107.2,2021
233,Jason Sanders,MIA,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.3,107,2021
233,Philadelphia Eagles,PHI,DST,17,0,0,0,0,0,0,0,0,29,12,13,4,6.3,107,2021
233,Chicago Bears,CHI,DST,17,0,0,0,0,0,0,0,0,49,8,14,9,6.3,107,2021
236,Zach Ertz,ARI,TE,17,0,0,0,4,0,74,763,5,0,0,0,0,6.3,106.7,2021
236,Sam Hubbard,CIN,DE,16,0,0,0,0,0,0,0,0,7.5,0,1,2,6.7,106.7,2021
238,Brandon Jones,MIA,S,15,0,0,0,0,0,0,0,0,5,1,1,2,7.1,106.4,2021
239,Joe Schobert,PIT,ILB,16,0,0,0,0,0,0,0,0,0,1,1,0,6.6,106,2021
239,Cleveland Browns,CLE,DST,17,0,0,0,0,0,0,0,0,43,13,12,7,6.2,106,2021
241,Marquez Callaway,NO,WR,17,0,0,0,0,0,46,698,6,0,0,0,0,6.2,105.8,2021
242,Logan Wilson,CIN,LB,13,0,0,0,0,0,0,0,0,1,4,1,0,8.1,105.7,2021
243,Jeffery Simmons,TEN,DT,17,0,0,0,0,0,0,0,0,8.5,0,0,0,6.2,105.45,2021
244,DeAndre Hopkins,ARI,WR,10,0,0,0,0,0,42,572,8,0,0,0,0,10.5,105.2,2021
245,Lavonte David,TB,ILB,12,0,0,0,0,0,0,0,0,2,0,2,1,8.8,105.1,2021
245,Tyrann Mathieu,KC,S,16,0,0,0,0,0,0,0,0,1,3,0,3,6.6,105.1,2021
247,Robbie Gould,SF,K,13,0,0,0,0,0,0,0,0,0,0,0,0,8.1,105,2021
247,Cairo Santos,CHI,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.2,105,2021
249,Leonard Williams,NYG,DL,17,0,0,0,0,0,0,0,0,6.5,0,2,1,6.2,104.85,2021
250,DeForest Buckner,IND,DT,17,0,0,0,0,0,0,0,0,7,0,0,0,6.2,104.55,2021
251,Devontae Booker,NYG,RB,16,0,0,0,593,2,40,268,1,0,0,0,0,6.5,104.1,2021
252,Tremaine Edmunds,BUF,LB,15,0,0,0,0,0,0,0,0,0,1,0,0,6.9,104,2021
253,Charles Harris,DET,DL,17,0,0,0,0,0,0,0,0,7.5,0,2,0,6.1,103.5,2021
